sample_id,dataset_name,source_video_id,group_id,official_split,split,label,generator_name,generation_task,video_id,prompt_sha256,selection_key,archive_path,archive_member_path,file_size_compressed,file_size_uncompressed,license_status,download_status
open_sora::i51bBzsOGeE_13_0to596,AIGVDBench,i51bBzsOGeE_13_0to596,aigvdbench:i51bBzsOGeE_13_0to596,train,train,1,Open-Sora,text_to_video,i51bBzsOGeE_13_0to596.mp4,111f0cc9d4eddfb2a2dcccf9a58cbe22007d8e09262e6f4877e9b415d4c5a6f5,047df84c617e2f25eb03e2f0f3faf7d8268b3e46cbe2f100a597d54dfbd41c66,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/i51bBzsOGeE_13_0to596.mp4,48798,49680,dataset_cc_by_4_0_component_partial,not_downloaded
real::YDhkYy5TQnk_22_0to116,AIGVDBench,YDhkYy5TQnk_22_0to116,aigvdbench:YDhkYy5TQnk_22_0to116,train,train,0,,real_video,YDhkYy5TQnk_22_0to116.mp4,35bc15dce79497c25efdecc63019e84c93761ed018c1f394621c96d368fca845,04805454e72c73f3d33a104680bb153f4e63bae192746ea3d140814d9e7d6860,AIGVDBench/Real/Real.zip,videos/YDhkYy5TQnk_22_0to116.mp4,1615004,1615846,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::YDhkYy5TQnk_22_0to116,AIGVDBench,YDhkYy5TQnk_22_0to116,aigvdbench:YDhkYy5TQnk_22_0to116,train,train,1,Open-Sora,text_to_video,YDhkYy5TQnk_22_0to116.mp4,35bc15dce79497c25efdecc63019e84c93761ed018c1f394621c96d368fca845,04805454e72c73f3d33a104680bb153f4e63bae192746ea3d140814d9e7d6860,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/YDhkYy5TQnk_22_0to116.mp4,57705,58464,dataset_cc_by_4_0_component_partial,not_downloaded
real::eDgUNT3ikco_42_0to117,AIGVDBench,eDgUNT3ikco_42_0to117,aigvdbench:eDgUNT3ikco_42_0to117,train,train,0,,real_video,eDgUNT3ikco_42_0to117.mp4,740f989eeea5aac6526f8a7974cbd741691ca205c9ae1e0a4ced9c1e29025e2f,048a9207c9318e59bd351f299ee74626d70e89b5de14c625c21139c5c6a44c85,AIGVDBench/Real/Real.zip,videos/eDgUNT3ikco_42_0to117.mp4,1957920,1958503,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::eDgUNT3ikco_42_0to117,AIGVDBench,eDgUNT3ikco_42_0to117,aigvdbench:eDgUNT3ikco_42_0to117,train,train,1,Open-Sora,text_to_video,eDgUNT3ikco_42_0to117.mp4,740f989eeea5aac6526f8a7974cbd741691ca205c9ae1e0a4ced9c1e29025e2f,048a9207c9318e59bd351f299ee74626d70e89b5de14c625c21139c5c6a44c85,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/eDgUNT3ikco_42_0to117.mp4,44242,45090,dataset_cc_by_4_0_component_partial,not_downloaded
real::3V1xrREfyfo_48_95to600,AIGVDBench,3V1xrREfyfo_48_95to600,aigvdbench:3V1xrREfyfo_48_95to600,train,train,0,,real_video,3V1xrREfyfo_48_95to600.mp4,fd2ec7876bd6c4b4a165ab239e66e50096df2440e9ef37d090d69e5e0afb7a4b,049a40577aa513a9c64bd6853045e98a78820296a93602793377669abbbc69d8,AIGVDBench/Real/Real.zip,videos/3V1xrREfyfo_48_95to600.mp4,5998347,6001234,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::3V1xrREfyfo_48_95to600,AIGVDBench,3V1xrREfyfo_48_95to600,aigvdbench:3V1xrREfyfo_48_95to600,train,train,1,Open-Sora,text_to_video,3V1xrREfyfo_48_95to600.mp4,fd2ec7876bd6c4b4a165ab239e66e50096df2440e9ef37d090d69e5e0afb7a4b,049a40577aa513a9c64bd6853045e98a78820296a93602793377669abbbc69d8,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/3V1xrREfyfo_48_95to600.mp4,34398,35369,dataset_cc_by_4_0_component_partial,not_downloaded
real::kzIJCbLPgE4_3_23to139,AIGVDBench,kzIJCbLPgE4_3_23to139,aigvdbench:kzIJCbLPgE4_3_23to139,train,train,0,,real_video,kzIJCbLPgE4_3_23to139.mp4,fe3e00547626c9933dc92bd2f2a16846bd4e969c9d501fee343e42ff4b2969f0,049a4f4e53c6f151f712b91b7500a17b727d1e3827e9e401eaaef5acdc6abb8b,AIGVDBench/Real/Real.zip,videos/kzIJCbLPgE4_3_23to139.mp4,1262275,1262940,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::kzIJCbLPgE4_3_23to139,AIGVDBench,kzIJCbLPgE4_3_23to139,aigvdbench:kzIJCbLPgE4_3_23to139,train,train,1,Open-Sora,text_to_video,kzIJCbLPgE4_3_23to139.mp4,fe3e00547626c9933dc92bd2f2a16846bd4e969c9d501fee343e42ff4b2969f0,049a4f4e53c6f151f712b91b7500a17b727d1e3827e9e401eaaef5acdc6abb8b,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/kzIJCbLPgE4_3_23to139.mp4,32800,33750,dataset_cc_by_4_0_component_partial,not_downloaded
real::9QJZqmSxHY8_29_0to790,AIGVDBench,9QJZqmSxHY8_29_0to790,aigvdbench:9QJZqmSxHY8_29_0to790,train,train,0,,real_video,9QJZqmSxHY8_29_0to790.mp4,6aaae7744ea73e94f7307cceac9860725e62c30d55a8d06f2a9154f7bb2be544,049f9077b1b1eea74069f0d20c0b3c2095e41f804c0b25f1bde250e5f1e8e558,AIGVDBench/Real/Real.zip,videos/9QJZqmSxHY8_29_0to790.mp4,14168001,14172162,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::9QJZqmSxHY8_29_0to790,AIGVDBench,9QJZqmSxHY8_29_0to790,aigvdbench:9QJZqmSxHY8_29_0to790,train,train,1,Open-Sora,text_to_video,9QJZqmSxHY8_29_0to790.mp4,6aaae7744ea73e94f7307cceac9860725e62c30d55a8d06f2a9154f7bb2be544,049f9077b1b1eea74069f0d20c0b3c2095e41f804c0b25f1bde250e5f1e8e558,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/9QJZqmSxHY8_29_0to790.mp4,44443,45351,dataset_cc_by_4_0_component_partial,not_downloaded
real::PIS8y3scrUs_65_27to243,AIGVDBench,PIS8y3scrUs_65_27to243,aigvdbench:PIS8y3scrUs_65_27to243,train,train,0,,real_video,PIS8y3scrUs_65_27to243.mp4,6cec3ea16cb33d93768c0653c37b6d049fa19b3a90020f38c7091fda9d1f6593,04a6ba39762898ee1ded46a60b4b90e1555f62a074f5ab54e024abc3105a18fb,AIGVDBench/Real/Real.zip,videos/PIS8y3scrUs_65_27to243.mp4,2054083,2055122,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::PIS8y3scrUs_65_27to243,AIGVDBench,PIS8y3scrUs_65_27to243,aigvdbench:PIS8y3scrUs_65_27to243,train,train,1,Open-Sora,text_to_video,PIS8y3scrUs_65_27to243.mp4,6cec3ea16cb33d93768c0653c37b6d049fa19b3a90020f38c7091fda9d1f6593,04a6ba39762898ee1ded46a60b4b90e1555f62a074f5ab54e024abc3105a18fb,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/PIS8y3scrUs_65_27to243.mp4,52537,53297,dataset_cc_by_4_0_component_partial,not_downloaded
real::yEZcY-wBMTY_8_776to989,AIGVDBench,yEZcY-wBMTY_8_776to989,aigvdbench:yEZcY-wBMTY_8_776to989,train,train,0,,real_video,yEZcY-wBMTY_8_776to989.mp4,a6073bc07241baa99f718755bd9cff9e6d667340dd8a49b9bb6dfd51ecdcf3f3,04a6e06389132b1b51f9d35f56f57718b5bb6bed6bdb254aa2cb96741d51402d,AIGVDBench/Real/Real.zip,videos/yEZcY-wBMTY_8_776to989.mp4,5604792,5604903,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::yEZcY-wBMTY_8_776to989,AIGVDBench,yEZcY-wBMTY_8_776to989,aigvdbench:yEZcY-wBMTY_8_776to989,train,train,1,Open-Sora,text_to_video,yEZcY-wBMTY_8_776to989.mp4,a6073bc07241baa99f718755bd9cff9e6d667340dd8a49b9bb6dfd51ecdcf3f3,04a6e06389132b1b51f9d35f56f57718b5bb6bed6bdb254aa2cb96741d51402d,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/yEZcY-wBMTY_8_776to989.mp4,57469,58322,dataset_cc_by_4_0_component_partial,not_downloaded
real::pGFbukKeFdY_40_24to129,AIGVDBench,pGFbukKeFdY_40_24to129,aigvdbench:pGFbukKeFdY_40_24to129,train,train,0,,real_video,pGFbukKeFdY_40_24to129.mp4,4ce47b385fcaadbff99a144878745ffc9b23641bc25e00751923974ac39dd06a,04aff3599375941f00241bf06930b1079ebe992b3b3e523aa1682cffbf5de87d,AIGVDBench/Real/Real.zip,videos/pGFbukKeFdY_40_24to129.mp4,1234558,1235106,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::pGFbukKeFdY_40_24to129,AIGVDBench,pGFbukKeFdY_40_24to129,aigvdbench:pGFbukKeFdY_40_24to129,train,train,1,Open-Sora,text_to_video,pGFbukKeFdY_40_24to129.mp4,4ce47b385fcaadbff99a144878745ffc9b23641bc25e00751923974ac39dd06a,04aff3599375941f00241bf06930b1079ebe992b3b3e523aa1682cffbf5de87d,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/pGFbukKeFdY_40_24to129.mp4,52581,53379,dataset_cc_by_4_0_component_partial,not_downloaded
real::4gWmzA43TNo_0_707to831,AIGVDBench,4gWmzA43TNo_0_707to831,aigvdbench:4gWmzA43TNo_0_707to831,train,train,0,,real_video,4gWmzA43TNo_0_707to831.mp4,eed6211c30fdee0362b8f9b7faa76df050c88f2d5fda36a923d20b40bc9e6e71,04bb6db4f7862f2cbb296c1ed046e11d83b590096ab5c5c9560bc05376a44470,AIGVDBench/Real/Real.zip,videos/4gWmzA43TNo_0_707to831.mp4,1888230,1888622,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::4gWmzA43TNo_0_707to831,AIGVDBench,4gWmzA43TNo_0_707to831,aigvdbench:4gWmzA43TNo_0_707to831,train,train,1,Open-Sora,text_to_video,4gWmzA43TNo_0_707to831.mp4,eed6211c30fdee0362b8f9b7faa76df050c88f2d5fda36a923d20b40bc9e6e71,04bb6db4f7862f2cbb296c1ed046e11d83b590096ab5c5c9560bc05376a44470,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/4gWmzA43TNo_0_707to831.mp4,37691,38564,dataset_cc_by_4_0_component_partial,not_downloaded
real::mXAYJK65yI4_174_0to136,AIGVDBench,mXAYJK65yI4_174_0to136,aigvdbench:mXAYJK65yI4_174_0to136,train,train,0,,real_video,mXAYJK65yI4_174_0to136.mp4,1a4b9a837720d2fc5e7cac6415ce63d6f4d8587d3d7a797eb54a531d8e3b853f,04bee07648ea8ec526a11b161564b549b09bc1c9d4583ede54153535b087e633,AIGVDBench/Real/Real.zip,videos/mXAYJK65yI4_174_0to136.mp4,1830740,1831367,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::mXAYJK65yI4_174_0to136,AIGVDBench,mXAYJK65yI4_174_0to136,aigvdbench:mXAYJK65yI4_174_0to136,train,train,1,Open-Sora,text_to_video,mXAYJK65yI4_174_0to136.mp4,1a4b9a837720d2fc5e7cac6415ce63d6f4d8587d3d7a797eb54a531d8e3b853f,04bee07648ea8ec526a11b161564b549b09bc1c9d4583ede54153535b087e633,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/mXAYJK65yI4_174_0to136.mp4,49335,50152,dataset_cc_by_4_0_component_partial,not_downloaded
real::KHA1MiRieLQ_19_0to150,AIGVDBench,KHA1MiRieLQ_19_0to150,aigvdbench:KHA1MiRieLQ_19_0to150,train,train,0,,real_video,KHA1MiRieLQ_19_0to150.mp4,b3e9f552d7622450c78a6b000dbcffb90c22bb746a14c5cb7c2e12004164b4f2,04c30b43b3e18466f06a93141bba42c0050e0b2efc3329a14a2e88a8ad6bf690,AIGVDBench/Real/Real.zip,videos/KHA1MiRieLQ_19_0to150.mp4,1760896,1761625,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::KHA1MiRieLQ_19_0to150,AIGVDBench,KHA1MiRieLQ_19_0to150,aigvdbench:KHA1MiRieLQ_19_0to150,train,train,1,Open-Sora,text_to_video,KHA1MiRieLQ_19_0to150.mp4,b3e9f552d7622450c78a6b000dbcffb90c22bb746a14c5cb7c2e12004164b4f2,04c30b43b3e18466f06a93141bba42c0050e0b2efc3329a14a2e88a8ad6bf690,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/KHA1MiRieLQ_19_0to150.mp4,30933,31899,dataset_cc_by_4_0_component_partial,not_downloaded
real::1N0X9vTvv40_14_0to135,AIGVDBench,1N0X9vTvv40_14_0to135,aigvdbench:1N0X9vTvv40_14_0to135,train,train,0,,real_video,1N0X9vTvv40_14_0to135.mp4,a4b64fc3385c015fc0bce226645ad250f74695029799f99380af37a494c76c80,04c856b7be3a05d43d9cd091f3d5be01d7321632408d6747c9732b4d2eef3690,AIGVDBench/Real/Real.zip,videos/1N0X9vTvv40_14_0to135.mp4,2472788,2473943,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::1N0X9vTvv40_14_0to135,AIGVDBench,1N0X9vTvv40_14_0to135,aigvdbench:1N0X9vTvv40_14_0to135,train,train,1,Open-Sora,text_to_video,1N0X9vTvv40_14_0to135.mp4,a4b64fc3385c015fc0bce226645ad250f74695029799f99380af37a494c76c80,04c856b7be3a05d43d9cd091f3d5be01d7321632408d6747c9732b4d2eef3690,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/1N0X9vTvv40_14_0to135.mp4,50912,51776,dataset_cc_by_4_0_component_partial,not_downloaded
real::VXj_dmLXjCM_23_45to179,AIGVDBench,VXj_dmLXjCM_23_45to179,aigvdbench:VXj_dmLXjCM_23_45to179,train,train,0,,real_video,VXj_dmLXjCM_23_45to179.mp4,42f3fd17706f7b7d0a06aeb868060de21661e67eb6a7fd8ead7440cfddf31f6c,04d30316e5a33b301331f702471712682d71a43968b8af97559d6e8983f8a73e,AIGVDBench/Real/Real.zip,videos/VXj_dmLXjCM_23_45to179.mp4,3688412,3689182,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::VXj_dmLXjCM_23_45to179,AIGVDBench,VXj_dmLXjCM_23_45to179,aigvdbench:VXj_dmLXjCM_23_45to179,train,train,1,Open-Sora,text_to_video,VXj_dmLXjCM_23_45to179.mp4,42f3fd17706f7b7d0a06aeb868060de21661e67eb6a7fd8ead7440cfddf31f6c,04d30316e5a33b301331f702471712682d71a43968b8af97559d6e8983f8a73e,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/VXj_dmLXjCM_23_45to179.mp4,41162,42029,dataset_cc_by_4_0_component_partial,not_downloaded
real::3vINW6S0kdI_1_0to865,AIGVDBench,3vINW6S0kdI_1_0to865,aigvdbench:3vINW6S0kdI_1_0to865,train,train,0,,real_video,3vINW6S0kdI_1_0to865.mp4,50eabc8f6a1fd10354b862491f10a5bf68c9a643cdc5e8de3ac5638f80981851,04d73edea9376723c719fe6dc5630e5dbf5e82e4c2dd0b60b3988fc635e2a41f,AIGVDBench/Real/Real.zip,videos/3vINW6S0kdI_1_0to865.mp4,14054703,14056415,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::3vINW6S0kdI_1_0to865,AIGVDBench,3vINW6S0kdI_1_0to865,aigvdbench:3vINW6S0kdI_1_0to865,train,train,1,Open-Sora,text_to_video,3vINW6S0kdI_1_0to865.mp4,50eabc8f6a1fd10354b862491f10a5bf68c9a643cdc5e8de3ac5638f80981851,04d73edea9376723c719fe6dc5630e5dbf5e82e4c2dd0b60b3988fc635e2a41f,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/3vINW6S0kdI_1_0to865.mp4,47199,48022,dataset_cc_by_4_0_component_partial,not_downloaded
real::9VTE1vK5VCg_15_136to404,AIGVDBench,9VTE1vK5VCg_15_136to404,aigvdbench:9VTE1vK5VCg_15_136to404,train,train,0,,real_video,9VTE1vK5VCg_15_136to404.mp4,672ff4abd78e115b5bd9e9d47ab972c817f7d02b206021ba89fadb0d33e33234,04da0452e4631a06652e360876716572b914e6709199854a9933db01ff6a6c7a,AIGVDBench/Real/Real.zip,videos/9VTE1vK5VCg_15_136to404.mp4,6516007,6516104,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::9VTE1vK5VCg_15_136to404,AIGVDBench,9VTE1vK5VCg_15_136to404,aigvdbench:9VTE1vK5VCg_15_136to404,train,train,1,Open-Sora,text_to_video,9VTE1vK5VCg_15_136to404.mp4,672ff4abd78e115b5bd9e9d47ab972c817f7d02b206021ba89fadb0d33e33234,04da0452e4631a06652e360876716572b914e6709199854a9933db01ff6a6c7a,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/9VTE1vK5VCg_15_136to404.mp4,48113,48907,dataset_cc_by_4_0_component_partial,not_downloaded
real::miZFO2gtu-g_168_34to231,AIGVDBench,miZFO2gtu-g_168_34to231,aigvdbench:miZFO2gtu-g_168_34to231,train,train,0,,real_video,miZFO2gtu-g_168_34to231.mp4,b4257711d0c52477697191eb9163cfcfa1991c00b40399d292036130d3cb8baf,04dba51e46e79fd90f104e48547b265a2b56a1a1d88c48efe6956c8df08ef249,AIGVDBench/Real/Real.zip,videos/miZFO2gtu-g_168_34to231.mp4,3623126,3623458,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::miZFO2gtu-g_168_34to231,AIGVDBench,miZFO2gtu-g_168_34to231,aigvdbench:miZFO2gtu-g_168_34to231,train,train,1,Open-Sora,text_to_video,miZFO2gtu-g_168_34to231.mp4,b4257711d0c52477697191eb9163cfcfa1991c00b40399d292036130d3cb8baf,04dba51e46e79fd90f104e48547b265a2b56a1a1d88c48efe6956c8df08ef249,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/miZFO2gtu-g_168_34to231.mp4,40530,41363,dataset_cc_by_4_0_component_partial,not_downloaded
real::4YmPLn8Y45I_74_29to139,AIGVDBench,4YmPLn8Y45I_74_29to139,aigvdbench:4YmPLn8Y45I_74_29to139,train,train,0,,real_video,4YmPLn8Y45I_74_29to139.mp4,e034a12f04bcf3966debd638c69dbc7c9b83df2a9f65df6788abd30818d35762,04dc5464bdd4ea54bafb0fef360ac2ea31d9346e4c00437118442e1148a0007e,AIGVDBench/Real/Real.zip,videos/4YmPLn8Y45I_74_29to139.mp4,2014019,2014341,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::4YmPLn8Y45I_74_29to139,AIGVDBench,4YmPLn8Y45I_74_29to139,aigvdbench:4YmPLn8Y45I_74_29to139,train,train,1,Open-Sora,text_to_video,4YmPLn8Y45I_74_29to139.mp4,e034a12f04bcf3966debd638c69dbc7c9b83df2a9f65df6788abd30818d35762,04dc5464bdd4ea54bafb0fef360ac2ea31d9346e4c00437118442e1148a0007e,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/4YmPLn8Y45I_74_29to139.mp4,82512,83286,dataset_cc_by_4_0_component_partial,not_downloaded
real::KvKGmtccM5E_46_241to435,AIGVDBench,KvKGmtccM5E_46_241to435,aigvdbench:KvKGmtccM5E_46_241to435,train,train,0,,real_video,KvKGmtccM5E_46_241to435.mp4,00f501034b37c9f47817666751ea4913c9d492d026f0b234cd9f196f19a13ec8,04ddfb3538acbee3bb2e27d8ebdf5d810037c6808b9c9fad71fe45f705697e93,AIGVDBench/Real/Real.zip,videos/KvKGmtccM5E_46_241to435.mp4,2939832,2941254,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::KvKGmtccM5E_46_241to435,AIGVDBench,KvKGmtccM5E_46_241to435,aigvdbench:KvKGmtccM5E_46_241to435,train,train,1,Open-Sora,text_to_video,KvKGmtccM5E_46_241to435.mp4,00f501034b37c9f47817666751ea4913c9d492d026f0b234cd9f196f19a13ec8,04ddfb3538acbee3bb2e27d8ebdf5d810037c6808b9c9fad71fe45f705697e93,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/KvKGmtccM5E_46_241to435.mp4,57037,57829,dataset_cc_by_4_0_component_partial,not_downloaded
real::4DuM4ozb1Ek_2_968to1595,AIGVDBench,4DuM4ozb1Ek_2_968to1595,aigvdbench:4DuM4ozb1Ek_2_968to1595,train,train,0,,real_video,4DuM4ozb1Ek_2_968to1595.mp4,549e974b8e2aed6f03bef5ba43483f2b21a359997a8dcccecff385745f941dbb,04e093bc7db812b380d6f501887085cf4fcea99be25d91b9eb997412879d01e7,AIGVDBench/Real/Real.zip,videos/4DuM4ozb1Ek_2_968to1595.mp4,14987652,14987427,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::4DuM4ozb1Ek_2_968to1595,AIGVDBench,4DuM4ozb1Ek_2_968to1595,aigvdbench:4DuM4ozb1Ek_2_968to1595,train,train,1,Open-Sora,text_to_video,4DuM4ozb1Ek_2_968to1595.mp4,549e974b8e2aed6f03bef5ba43483f2b21a359997a8dcccecff385745f941dbb,04e093bc7db812b380d6f501887085cf4fcea99be25d91b9eb997412879d01e7,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/4DuM4ozb1Ek_2_968to1595.mp4,39857,40674,dataset_cc_by_4_0_component_partial,not_downloaded
real::heVTnzvS1js_2_21to129,AIGVDBench,heVTnzvS1js_2_21to129,aigvdbench:heVTnzvS1js_2_21to129,train,train,0,,real_video,heVTnzvS1js_2_21to129.mp4,068cad3fe52f1660a3fbdcf45d4b9f91ecdcc35f0b2cb34e7ff3a052fd339a10,04e104a824bd04691cba72f8b797e3b3ddef95983d939464c7950bb2a0cacc55,AIGVDBench/Real/Real.zip,videos/heVTnzvS1js_2_21to129.mp4,1249998,1250688,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::heVTnzvS1js_2_21to129,AIGVDBench,heVTnzvS1js_2_21to129,aigvdbench:heVTnzvS1js_2_21to129,train,train,1,Open-Sora,text_to_video,heVTnzvS1js_2_21to129.mp4,068cad3fe52f1660a3fbdcf45d4b9f91ecdcc35f0b2cb34e7ff3a052fd339a10,04e104a824bd04691cba72f8b797e3b3ddef95983d939464c7950bb2a0cacc55,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/heVTnzvS1js_2_21to129.mp4,56709,57512,dataset_cc_by_4_0_component_partial,not_downloaded
real::RhkWtAysuO8_2_40to174,AIGVDBench,RhkWtAysuO8_2_40to174,aigvdbench:RhkWtAysuO8_2_40to174,train,train,0,,real_video,RhkWtAysuO8_2_40to174.mp4,824074dfb9a0d2b841d8b5988a4825b9f673463e2fd9d46b97aea088357d9b28,04e3a157d64886c3be5ffb796a491a68c508194625d81bbf41e581f1919bbf77,AIGVDBench/Real/Real.zip,videos/RhkWtAysuO8_2_40to174.mp4,2085110,2085463,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::RhkWtAysuO8_2_40to174,AIGVDBench,RhkWtAysuO8_2_40to174,aigvdbench:RhkWtAysuO8_2_40to174,train,train,1,Open-Sora,text_to_video,RhkWtAysuO8_2_40to174.mp4,824074dfb9a0d2b841d8b5988a4825b9f673463e2fd9d46b97aea088357d9b28,04e3a157d64886c3be5ffb796a491a68c508194625d81bbf41e581f1919bbf77,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/RhkWtAysuO8_2_40to174.mp4,50095,50909,dataset_cc_by_4_0_component_partial,not_downloaded
real::NTPic7MwZ78_12_0to113,AIGVDBench,NTPic7MwZ78_12_0to113,aigvdbench:NTPic7MwZ78_12_0to113,train,train,0,,real_video,NTPic7MwZ78_12_0to113.mp4,eb14de0f602f1fd02a2de3510b00745f8f3912e8fddd05309fcbfdc512c6741d,04eb2caf47c953563dcc7a2eeba7023d5bd9afb571c1e08d8b04f2123bce0f75,AIGVDBench/Real/Real.zip,videos/NTPic7MwZ78_12_0to113.mp4,2484086,2484845,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::NTPic7MwZ78_12_0to113,AIGVDBench,NTPic7MwZ78_12_0to113,aigvdbench:NTPic7MwZ78_12_0to113,train,train,1,Open-Sora,text_to_video,NTPic7MwZ78_12_0to113.mp4,eb14de0f602f1fd02a2de3510b00745f8f3912e8fddd05309fcbfdc512c6741d,04eb2caf47c953563dcc7a2eeba7023d5bd9afb571c1e08d8b04f2123bce0f75,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/NTPic7MwZ78_12_0to113.mp4,51180,52024,dataset_cc_by_4_0_component_partial,not_downloaded
real::l4qVEGwwAuc_18_0to454,AIGVDBench,l4qVEGwwAuc_18_0to454,aigvdbench:l4qVEGwwAuc_18_0to454,train,train,0,,real_video,l4qVEGwwAuc_18_0to454.mp4,c026282d9babaa739f08ad8e1c6aa41baa43a1fd0a11cb1730753a464723148c,04eb4ba6a48bcba6be1eb4857830838045eb9aace6fcc372a2acdbea3fb4415a,AIGVDBench/Real/Real.zip,videos/l4qVEGwwAuc_18_0to454.mp4,11087493,11089553,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::l4qVEGwwAuc_18_0to454,AIGVDBench,l4qVEGwwAuc_18_0to454,aigvdbench:l4qVEGwwAuc_18_0to454,train,train,1,Open-Sora,text_to_video,l4qVEGwwAuc_18_0to454.mp4,c026282d9babaa739f08ad8e1c6aa41baa43a1fd0a11cb1730753a464723148c,04eb4ba6a48bcba6be1eb4857830838045eb9aace6fcc372a2acdbea3fb4415a,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/l4qVEGwwAuc_18_0to454.mp4,119721,120403,dataset_cc_by_4_0_component_partial,not_downloaded
real::7B5PIzh1LEk_7_0to131,AIGVDBench,7B5PIzh1LEk_7_0to131,aigvdbench:7B5PIzh1LEk_7_0to131,train,train,0,,real_video,7B5PIzh1LEk_7_0to131.mp4,287d24ee74bebc718f629d64eafec7a1c5f3ced36250f4f93dabeb13ba921112,04ed60b899922248105c6383698738eb82dd080bc23ac7cbd8f825c3dc32ffdf,AIGVDBench/Real/Real.zip,videos/7B5PIzh1LEk_7_0to131.mp4,1970380,1970855,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::7B5PIzh1LEk_7_0to131,AIGVDBench,7B5PIzh1LEk_7_0to131,aigvdbench:7B5PIzh1LEk_7_0to131,train,train,1,Open-Sora,text_to_video,7B5PIzh1LEk_7_0to131.mp4,287d24ee74bebc718f629d64eafec7a1c5f3ced36250f4f93dabeb13ba921112,04ed60b899922248105c6383698738eb82dd080bc23ac7cbd8f825c3dc32ffdf,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/7B5PIzh1LEk_7_0to131.mp4,51642,52442,dataset_cc_by_4_0_component_partial,not_downloaded
real::lC-dUm5s8eE_25_0to105,AIGVDBench,lC-dUm5s8eE_25_0to105,aigvdbench:lC-dUm5s8eE_25_0to105,train,train,0,,real_video,lC-dUm5s8eE_25_0to105.mp4,f04a10902fd0ac4d7952a92311a8c20336838c1de8c3cabcd1808524b668bf36,04f008222547f1674a654fb9c63f7855cba5c8fd0c6a3653ccade8a4d08b9f6e,AIGVDBench/Real/Real.zip,videos/lC-dUm5s8eE_25_0to105.mp4,3547570,3547699,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::lC-dUm5s8eE_25_0to105,AIGVDBench,lC-dUm5s8eE_25_0to105,aigvdbench:lC-dUm5s8eE_25_0to105,train,train,1,Open-Sora,text_to_video,lC-dUm5s8eE_25_0to105.mp4,f04a10902fd0ac4d7952a92311a8c20336838c1de8c3cabcd1808524b668bf36,04f008222547f1674a654fb9c63f7855cba5c8fd0c6a3653ccade8a4d08b9f6e,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/lC-dUm5s8eE_25_0to105.mp4,69416,70230,dataset_cc_by_4_0_component_partial,not_downloaded
