sample_id,dataset_name,source_video_id,group_id,official_split,split,label,generator_name,generation_task,video_id,prompt_sha256,selection_key,archive_path,archive_member_path,file_size_compressed,file_size_uncompressed,license_status,download_status,local_video_path,source_video_sha256,media_inventory_status,candidate_manifest_sha256
open_sora::NxeoiCBphb8_45_0to173,AIGVDBench,NxeoiCBphb8_45_0to173,aigvdbench:NxeoiCBphb8_45_0to173,train,train,1,Open-Sora,text_to_video,NxeoiCBphb8_45_0to173.mp4,95cad76baefb6c280f55f2fc54eafbd1ac2c0557daddefd30477955cf5b3e822,01153c20c126a7b568dab94c4b42f9f88ec01c880f84bed1281dcbef7710d45a,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/NxeoiCBphb8_45_0to173.mp4,32906,33752,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpOeGVvaUNCcGhiOF80NV8wdG8xNzM/open_sora.mp4,1cc06c73708e28e2263c1d926a693ba8bbb41239e1e20cd09341a68e2bb32663,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::cjp1xjOzJqY_10_0to135,AIGVDBench,cjp1xjOzJqY_10_0to135,aigvdbench:cjp1xjOzJqY_10_0to135,train,train,0,,real_video,cjp1xjOzJqY_10_0to135.mp4,aa8e00fa97b93a35fb31659b7ed3c8b76ff295493dccea8c9ff6e4550eed62ac,011904c63840284f18526c911881429ad5a7766f7a5bcafcea0a52aca6563413,AIGVDBench/Real/Real.zip,videos/cjp1xjOzJqY_10_0to135.mp4,1260565,1261344,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpjanAxeGpPekpxWV8xMF8wdG8xMzU/real.mp4,d0ecd00b1b3df2839ab6f8e515ee68c7b94e9a39cbd682dfaada7d24349d32d1,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::cjp1xjOzJqY_10_0to135,AIGVDBench,cjp1xjOzJqY_10_0to135,aigvdbench:cjp1xjOzJqY_10_0to135,train,train,1,Open-Sora,text_to_video,cjp1xjOzJqY_10_0to135.mp4,aa8e00fa97b93a35fb31659b7ed3c8b76ff295493dccea8c9ff6e4550eed62ac,011904c63840284f18526c911881429ad5a7766f7a5bcafcea0a52aca6563413,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/cjp1xjOzJqY_10_0to135.mp4,47548,48369,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpjanAxeGpPekpxWV8xMF8wdG8xMzU/open_sora.mp4,382daf504715bcdfb2b1ef7ab55c6623d1e7c355e89fe768a19f9c478f287d72,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::gpzjvW6nJu8_18_0to112,AIGVDBench,gpzjvW6nJu8_18_0to112,aigvdbench:gpzjvW6nJu8_18_0to112,train,train,0,,real_video,gpzjvW6nJu8_18_0to112.mp4,3ea6b57c049bf881b93565bd7171833d02923dd4cb6ddf20db68d4744bc9140a,011d14c753e2670a030fb3607bfd3d398c5c6d9e562a3d7a6dae2cf4a02f622a,AIGVDBench/Real/Real.zip,videos/gpzjvW6nJu8_18_0to112.mp4,1691452,1692298,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpncHpqdlc2bkp1OF8xOF8wdG8xMTI/real.mp4,3880258732d1039a8c8a172c6de0d4f25b79330463098087743b6c4a7ff851b7,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::gpzjvW6nJu8_18_0to112,AIGVDBench,gpzjvW6nJu8_18_0to112,aigvdbench:gpzjvW6nJu8_18_0to112,train,train,1,Open-Sora,text_to_video,gpzjvW6nJu8_18_0to112.mp4,3ea6b57c049bf881b93565bd7171833d02923dd4cb6ddf20db68d4744bc9140a,011d14c753e2670a030fb3607bfd3d398c5c6d9e562a3d7a6dae2cf4a02f622a,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/gpzjvW6nJu8_18_0to112.mp4,50659,51481,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpncHpqdlc2bkp1OF8xOF8wdG8xMTI/open_sora.mp4,f9c58e540d67489a7cf961b7e111629d4f1d0ad920ba1dfeb6b0f04646c2a3f1,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::GXi_pbrzdvc_24_0to192,AIGVDBench,GXi_pbrzdvc_24_0to192,aigvdbench:GXi_pbrzdvc_24_0to192,train,train,0,,real_video,GXi_pbrzdvc_24_0to192.mp4,029242912855bd97dcd57eb3e9aa5828c669e744e4040a59e539bc5f5006b64c,011e6587a4c9d3a11dd2b870908cd365136c36ec360c32f0f7ded67e741d5547,AIGVDBench/Real/Real.zip,videos/GXi_pbrzdvc_24_0to192.mp4,1489449,1491023,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpHWGlfcGJyemR2Y18yNF8wdG8xOTI/real.mp4,63a50657506f4a328ade053a64d02cb589773d2446f2b191712f3f97ba84b406,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::GXi_pbrzdvc_24_0to192,AIGVDBench,GXi_pbrzdvc_24_0to192,aigvdbench:GXi_pbrzdvc_24_0to192,train,train,1,Open-Sora,text_to_video,GXi_pbrzdvc_24_0to192.mp4,029242912855bd97dcd57eb3e9aa5828c669e744e4040a59e539bc5f5006b64c,011e6587a4c9d3a11dd2b870908cd365136c36ec360c32f0f7ded67e741d5547,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/GXi_pbrzdvc_24_0to192.mp4,59901,60671,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpHWGlfcGJyemR2Y18yNF8wdG8xOTI/open_sora.mp4,588bd6884a84c7a6d0399ccdd020fa3debfcf9127b764f1e3f6918e17a07b6b9,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::TBwmqIlqEnE_1_88to245,AIGVDBench,TBwmqIlqEnE_1_88to245,aigvdbench:TBwmqIlqEnE_1_88to245,train,train,0,,real_video,TBwmqIlqEnE_1_88to245.mp4,63893322d003c7aa29b1bb0b7add92a97ac2a8bf8733d7f5d6d8770ff05e3c40,0122058e058e093c48dbd56070ed545334733fe9a1a14fea3e7fcc3082ed68d9,AIGVDBench/Real/Real.zip,videos/TBwmqIlqEnE_1_88to245.mp4,2855800,2856187,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpUQndtcUlscUVuRV8xXzg4dG8yNDU/real.mp4,5fe1559fb87a99017854664d3ffb3f302becb711c137a97445bdc56afc29648b,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::TBwmqIlqEnE_1_88to245,AIGVDBench,TBwmqIlqEnE_1_88to245,aigvdbench:TBwmqIlqEnE_1_88to245,train,train,1,Open-Sora,text_to_video,TBwmqIlqEnE_1_88to245.mp4,63893322d003c7aa29b1bb0b7add92a97ac2a8bf8733d7f5d6d8770ff05e3c40,0122058e058e093c48dbd56070ed545334733fe9a1a14fea3e7fcc3082ed68d9,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/TBwmqIlqEnE_1_88to245.mp4,54006,54796,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpUQndtcUlscUVuRV8xXzg4dG8yNDU/open_sora.mp4,55a5ac5b699cfb917a8600ce2c49b35218957f9cbd281613517a7048c853e2d8,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::krgVcdAJcH4_12_0to163,AIGVDBench,krgVcdAJcH4_12_0to163,aigvdbench:krgVcdAJcH4_12_0to163,train,train,0,,real_video,krgVcdAJcH4_12_0to163.mp4,7e46f628f48ece7f6c9ba7808d30fedc9217dbd39778b1e468eefe0f0ec073ab,0130d01dc3b12d7c2e8e6d5a8d185e8e03a5691228b8b38c380f21d39145c451,AIGVDBench/Real/Real.zip,videos/krgVcdAJcH4_12_0to163.mp4,1748973,1750468,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDprcmdWY2RBSmNINF8xMl8wdG8xNjM/real.mp4,55cb54a8030683d09fce0b9bf767aa845baef94d90035670ec12e288fd6ef758,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::krgVcdAJcH4_12_0to163,AIGVDBench,krgVcdAJcH4_12_0to163,aigvdbench:krgVcdAJcH4_12_0to163,train,train,1,Open-Sora,text_to_video,krgVcdAJcH4_12_0to163.mp4,7e46f628f48ece7f6c9ba7808d30fedc9217dbd39778b1e468eefe0f0ec073ab,0130d01dc3b12d7c2e8e6d5a8d185e8e03a5691228b8b38c380f21d39145c451,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/krgVcdAJcH4_12_0to163.mp4,37875,38747,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDprcmdWY2RBSmNINF8xMl8wdG8xNjM/open_sora.mp4,ac0b435f7fddea21a235fc2e4b7a7286102b6864236156f8ebdcd3c3ce8d65d8,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::yevgxWF5Ldc_0_0to142,AIGVDBench,yevgxWF5Ldc_0_0to142,aigvdbench:yevgxWF5Ldc_0_0to142,train,train,0,,real_video,yevgxWF5Ldc_0_0to142.mp4,3bbca17ba63539955c4027ebe10f269c7e8538ecab3bfa68cf0360be3cbc08c5,01454b0c0fa3cdcc71aba8d29d3fe9b82aa88b132593e7e53a25160b3099afe9,AIGVDBench/Real/Real.zip,videos/yevgxWF5Ldc_0_0to142.mp4,1777599,1778190,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp5ZXZneFdGNUxkY18wXzB0bzE0Mg/real.mp4,4fd6e2c2322e6db52dafd0eae11e2f953b12fd5b9f64434e311918229f0104f2,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::yevgxWF5Ldc_0_0to142,AIGVDBench,yevgxWF5Ldc_0_0to142,aigvdbench:yevgxWF5Ldc_0_0to142,train,train,1,Open-Sora,text_to_video,yevgxWF5Ldc_0_0to142.mp4,3bbca17ba63539955c4027ebe10f269c7e8538ecab3bfa68cf0360be3cbc08c5,01454b0c0fa3cdcc71aba8d29d3fe9b82aa88b132593e7e53a25160b3099afe9,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/yevgxWF5Ldc_0_0to142.mp4,49914,50748,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp5ZXZneFdGNUxkY18wXzB0bzE0Mg/open_sora.mp4,4492ff74e609ed27ca1a6392d41d7ccf21a154d9c0b90b65d64621566a0635f0,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::iQb6qX8uwPU_18_0to620,AIGVDBench,iQb6qX8uwPU_18_0to620,aigvdbench:iQb6qX8uwPU_18_0to620,train,train,0,,real_video,iQb6qX8uwPU_18_0to620.mp4,b58fe0ab8081d97d043cadb57d0a4cd0eef1112f843462014854322b5d263563,0145d23bad84b12685006dbffaac9eccf0cb28cbadf552a4a1c0ff5397c3eabc,AIGVDBench/Real/Real.zip,videos/iQb6qX8uwPU_18_0to620.mp4,15345830,15347930,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDppUWI2cVg4dXdQVV8xOF8wdG82MjA/real.mp4,a8e559e326592e44bb8e79c693b2dde01a90c6cd942b19e29167871dc64cd582,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::iQb6qX8uwPU_18_0to620,AIGVDBench,iQb6qX8uwPU_18_0to620,aigvdbench:iQb6qX8uwPU_18_0to620,train,train,1,Open-Sora,text_to_video,iQb6qX8uwPU_18_0to620.mp4,b58fe0ab8081d97d043cadb57d0a4cd0eef1112f843462014854322b5d263563,0145d23bad84b12685006dbffaac9eccf0cb28cbadf552a4a1c0ff5397c3eabc,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/iQb6qX8uwPU_18_0to620.mp4,58033,58796,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDppUWI2cVg4dXdQVV8xOF8wdG82MjA/open_sora.mp4,8fca8a31316917f10697822e92645a7c4e5f434385b6867b3f74c8c954077aeb,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::bS4ZAtMcCcU_38_0to131,AIGVDBench,bS4ZAtMcCcU_38_0to131,aigvdbench:bS4ZAtMcCcU_38_0to131,train,train,0,,real_video,bS4ZAtMcCcU_38_0to131.mp4,6068640cc12b11558820b6355b4bc49e048c04b8142933d7bf41e71cb1fe1433,01499caacfeed9f2593067a1b799df147c780a4a100197a1e6300746d98f1f07,AIGVDBench/Real/Real.zip,videos/bS4ZAtMcCcU_38_0to131.mp4,1691143,1691630,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpiUzRaQXRNY0NjVV8zOF8wdG8xMzE/real.mp4,38adc7d992fcf53868a3870c43a5af36e2bf79d341f3a0790113832b4dbc8c58,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::bS4ZAtMcCcU_38_0to131,AIGVDBench,bS4ZAtMcCcU_38_0to131,aigvdbench:bS4ZAtMcCcU_38_0to131,train,train,1,Open-Sora,text_to_video,bS4ZAtMcCcU_38_0to131.mp4,6068640cc12b11558820b6355b4bc49e048c04b8142933d7bf41e71cb1fe1433,01499caacfeed9f2593067a1b799df147c780a4a100197a1e6300746d98f1f07,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/bS4ZAtMcCcU_38_0to131.mp4,66774,67618,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpiUzRaQXRNY0NjVV8zOF8wdG8xMzE/open_sora.mp4,1f86b53ee34986fe97e42ad94cf56381deed2bc0f6dcc4c47317b905721e86b6,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::YgeQ1lL3u8U_0_0to771,AIGVDBench,YgeQ1lL3u8U_0_0to771,aigvdbench:YgeQ1lL3u8U_0_0to771,train,train,0,,real_video,YgeQ1lL3u8U_0_0to771.mp4,37cdedb221280a77433461bb6c3588cccedbc49567ddf3bf72a09e95d55d5f25,014bb2af2947c2206050aef23ef1e621bc1f4c4e7f77b7338b4a92bd7788b746,AIGVDBench/Real/Real.zip,videos/YgeQ1lL3u8U_0_0to771.mp4,22260147,22259427,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpZZ2VRMWxMM3U4VV8wXzB0bzc3MQ/real.mp4,e4d774ddb00578a9a3f5c41f08878a777ebd5c7d341d9f53b5d2b605ad0c90aa,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::YgeQ1lL3u8U_0_0to771,AIGVDBench,YgeQ1lL3u8U_0_0to771,aigvdbench:YgeQ1lL3u8U_0_0to771,train,train,1,Open-Sora,text_to_video,YgeQ1lL3u8U_0_0to771.mp4,37cdedb221280a77433461bb6c3588cccedbc49567ddf3bf72a09e95d55d5f25,014bb2af2947c2206050aef23ef1e621bc1f4c4e7f77b7338b4a92bd7788b746,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/YgeQ1lL3u8U_0_0to771.mp4,53979,54764,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpZZ2VRMWxMM3U4VV8wXzB0bzc3MQ/open_sora.mp4,48f8af4394d798ff259d34a01f93df0cafe0400ab7cf33789598f6489f82001e,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::fp6u7Xk5Cjs_8_0to164,AIGVDBench,fp6u7Xk5Cjs_8_0to164,aigvdbench:fp6u7Xk5Cjs_8_0to164,train,train,0,,real_video,fp6u7Xk5Cjs_8_0to164.mp4,76eb2e8d4e23b0f3700624f817046c5eb44b8a738a48fc3cdfa9d69b821433dd,0150ef6880db16be34a971d9866eb5bfa0b0e12f73ae44bb09a27c67abfcdb6e,AIGVDBench/Real/Real.zip,videos/fp6u7Xk5Cjs_8_0to164.mp4,1864322,1865803,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpmcDZ1N1hrNUNqc184XzB0bzE2NA/real.mp4,61b70398f6e15929d2306eb044a342b03d9ef93bd18ee8491b3706e29f8ee51b,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::fp6u7Xk5Cjs_8_0to164,AIGVDBench,fp6u7Xk5Cjs_8_0to164,aigvdbench:fp6u7Xk5Cjs_8_0to164,train,train,1,Open-Sora,text_to_video,fp6u7Xk5Cjs_8_0to164.mp4,76eb2e8d4e23b0f3700624f817046c5eb44b8a738a48fc3cdfa9d69b821433dd,0150ef6880db16be34a971d9866eb5bfa0b0e12f73ae44bb09a27c67abfcdb6e,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/fp6u7Xk5Cjs_8_0to164.mp4,55818,56618,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpmcDZ1N1hrNUNqc184XzB0bzE2NA/open_sora.mp4,a30c00068659cb7b91815ff102cfa1655b71981e9ffc2ea1a615a23ad493ced0,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::RalnMa2Z7rs_60_64to221,AIGVDBench,RalnMa2Z7rs_60_64to221,aigvdbench:RalnMa2Z7rs_60_64to221,train,train,0,,real_video,RalnMa2Z7rs_60_64to221.mp4,82cfc11cfe82b7c2c7ae1899dca0f63d9c18f9098fd59182f0e7cb523000caa3,0151595d09f261161d5ca8d2da32f2c7a3aba2ef7979ef3f498f735d078f20b3,AIGVDBench/Real/Real.zip,videos/RalnMa2Z7rs_60_64to221.mp4,2817381,2818079,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpSYWxuTWEyWjdyc182MF82NHRvMjIx/real.mp4,b04621bcc63106fab6be0e01349fbe10e77f5851b77a8f2738b8fe2f22c80a15,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::RalnMa2Z7rs_60_64to221,AIGVDBench,RalnMa2Z7rs_60_64to221,aigvdbench:RalnMa2Z7rs_60_64to221,train,train,1,Open-Sora,text_to_video,RalnMa2Z7rs_60_64to221.mp4,82cfc11cfe82b7c2c7ae1899dca0f63d9c18f9098fd59182f0e7cb523000caa3,0151595d09f261161d5ca8d2da32f2c7a3aba2ef7979ef3f498f735d078f20b3,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/RalnMa2Z7rs_60_64to221.mp4,49303,50145,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpSYWxuTWEyWjdyc182MF82NHRvMjIx/open_sora.mp4,8b42173e848a2e300b2351d36bccfa42cef1e2b904519669c9c3b0a7ea4fed5b,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::tZGLRJD10jA_10_57to191,AIGVDBench,tZGLRJD10jA_10_57to191,aigvdbench:tZGLRJD10jA_10_57to191,train,train,0,,real_video,tZGLRJD10jA_10_57to191.mp4,448a5de27f869f4829210543ae421d21caebd876c5586b7bb19de77441e6e5c6,015265a30e3f56b77f0416e81b669c27f30c57936f67ffe12ef2848fda8d2d5e,AIGVDBench/Real/Real.zip,videos/tZGLRJD10jA_10_57to191.mp4,1937989,1938449,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp0WkdMUkpEMTBqQV8xMF81N3RvMTkx/real.mp4,1726aa5bc88c01c518cf3b4a08f46f1c39112118b08fc1cdf20bec8698536e14,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::tZGLRJD10jA_10_57to191,AIGVDBench,tZGLRJD10jA_10_57to191,aigvdbench:tZGLRJD10jA_10_57to191,train,train,1,Open-Sora,text_to_video,tZGLRJD10jA_10_57to191.mp4,448a5de27f869f4829210543ae421d21caebd876c5586b7bb19de77441e6e5c6,015265a30e3f56b77f0416e81b669c27f30c57936f67ffe12ef2848fda8d2d5e,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/tZGLRJD10jA_10_57to191.mp4,46575,47397,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp0WkdMUkpEMTBqQV8xMF81N3RvMTkx/open_sora.mp4,e4f0030f9459efe73abf410b24edbce4490932c64bcfc30575ffa0a4fb7c6865,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::mRXXGHzkCb4_38_0to148,AIGVDBench,mRXXGHzkCb4_38_0to148,aigvdbench:mRXXGHzkCb4_38_0to148,train,train,0,,real_video,mRXXGHzkCb4_38_0to148.mp4,fd36971dc4d8904ad84dc62d26c8fafb838492ab8e909b53ec834ee94cd36357,0159dcb6c6dbd9caaeaa4a7636fb8423fe7b276bbc58b4bdf89029c0144c1219,AIGVDBench/Real/Real.zip,videos/mRXXGHzkCb4_38_0to148.mp4,3617743,3618147,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDptUlhYR0h6a0NiNF8zOF8wdG8xNDg/real.mp4,b7da2204ffc668297ff93cbe9b9461b56a4dcc1cc0476b4bbbf84a8e10c1069f,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::mRXXGHzkCb4_38_0to148,AIGVDBench,mRXXGHzkCb4_38_0to148,aigvdbench:mRXXGHzkCb4_38_0to148,train,train,1,Open-Sora,text_to_video,mRXXGHzkCb4_38_0to148.mp4,fd36971dc4d8904ad84dc62d26c8fafb838492ab8e909b53ec834ee94cd36357,0159dcb6c6dbd9caaeaa4a7636fb8423fe7b276bbc58b4bdf89029c0144c1219,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/mRXXGHzkCb4_38_0to148.mp4,52998,53851,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDptUlhYR0h6a0NiNF8zOF8wdG8xNDg/open_sora.mp4,7916745bfe3bb6cb703a0f13e8a9dd25d938c0d078e46eab39089fdfe801eeb4,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::YVHr9RFVfJQ_37_0to210,AIGVDBench,YVHr9RFVfJQ_37_0to210,aigvdbench:YVHr9RFVfJQ_37_0to210,train,train,0,,real_video,YVHr9RFVfJQ_37_0to210.mp4,e398fb80db66e195dfd1af772f18a598e1434ea64229a6bbfe801f1cc9185ea0,015aec2b20108f62be26fa12c366c8e0efe12ec971c96e9e6d6925d2a5f5909d,AIGVDBench/Real/Real.zip,videos/YVHr9RFVfJQ_37_0to210.mp4,2636717,2637549,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpZVkhyOVJGVmZKUV8zN18wdG8yMTA/real.mp4,147eef5bb77b78efe895833d83aa202b32d7821b8ba8892d779184656375c220,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::YVHr9RFVfJQ_37_0to210,AIGVDBench,YVHr9RFVfJQ_37_0to210,aigvdbench:YVHr9RFVfJQ_37_0to210,train,train,1,Open-Sora,text_to_video,YVHr9RFVfJQ_37_0to210.mp4,e398fb80db66e195dfd1af772f18a598e1434ea64229a6bbfe801f1cc9185ea0,015aec2b20108f62be26fa12c366c8e0efe12ec971c96e9e6d6925d2a5f5909d,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/YVHr9RFVfJQ_37_0to210.mp4,37927,38739,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpZVkhyOVJGVmZKUV8zN18wdG8yMTA/open_sora.mp4,5b47dc2fa1ae47adfbfefe3c2ecbf5db5e1544e02c67e2006db0e5d7e3f7af03,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::4wknw32uv6E_9_0to324,AIGVDBench,4wknw32uv6E_9_0to324,aigvdbench:4wknw32uv6E_9_0to324,train,train,0,,real_video,4wknw32uv6E_9_0to324.mp4,3c3a0eefbbad0e67e38dfa8d983e826dfbcc5414d82d3f3aef4dd56c9ec054a4,015c943674d3daaa5198b6d6d009391692e4dcb083d9d85a6357a9a8e241c8bd,AIGVDBench/Real/Real.zip,videos/4wknw32uv6E_9_0to324.mp4,3345601,3347382,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDo0d2tudzMydXY2RV85XzB0bzMyNA/real.mp4,3d26f6127a72a4749d18024cbeff5b2b324b8a6d85e066ca03e55f2d812498fe,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
