sample_id,manifest_schema_version,dataset_name,source_video_id,source_video_name,source_group_id,source_group_review_required,source_sha256,video_path,clip_id,clip_start,clip_end,core_clip_start,core_clip_end,num_frames,split,authenticity_label,authenticity_label_name,manipulation_type,scene_id,camera_id,camera_identity_status,coordinate_system_id,frame_manifest_path,object_observations_path,depth_observations_path,pose_observations_path,track_observations_path,semantic3d_observations_path,valid_object_count,valid_depth_count,valid_pose_count,valid_track_point_count,valid_semantic3d_count,usable,exclusion_reason,protocol_sha256,metadata
sample_5824f84d03add88b0595cbbb,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_f25efe56b602def055a7,real_1,srcgrp_2895c465aad64271e3a8,True,c85cdd48ffe7f9722f3a7302202c7fc5d1fae93ad6ead6b75d3a34d9e74ee174,data/tests_videos/tests_real_videos/real_1.mp4,clip_04cbc6826abb0dda52d4,140,176,144,175,37,validation,0,real,unknown,0,,camera_identity_unavailable,coord_ecac536631b298fa878b,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,44,37,0,0,0,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose"",""semantic3d"",""tracks""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_bbd3a552d923586a7be4"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_5c92e7d23d935afcc34de502,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_54583b973ba895eef092,fake_2,srcgrp_37ade6ecaa31f45eb219,True,f225bd4572313c5fd385be4dab951c57652a40d3a1eeb2a34de9bf7c8bea9e04,data/tests_videos/tests_fake_videos/fake_2.mp4,clip_f2de7d9f84f6589d73cd,12,51,16,47,40,validation,1,fake,unknown,0,,camera_identity_unavailable,coord_c4e707276253bab7f173,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,184,40,0,1775,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_fb1b0f3a5e6d26b6036c"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_6216548e0484deeee6b51809,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_afb34584f174e65dd88c,fake_1,srcgrp_ad541476a7a3388e2c5f,True,3603227d21d0dd2faf8690e90d577f1cc4ffb3884bb20459d02666fdbcd0f102,data/tests_videos/tests_fake_videos/fake_1.mp4,clip_1f1744d53cf3155bc427,12,51,16,47,40,validation,1,fake,unknown,0,,camera_identity_unavailable,coord_75c9c2e3da1e339082bf,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,145,40,0,1718,41,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_4a6bd60be1f09d66bf19"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_651ac43caaabefc8d6e0df3d,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_268dfd36af1b786fe5b4,real_4,srcgrp_5ebf2741cd7777cb0d85,True,70757851a0e9615fdde3cf1d38fae8e932246fa9acd580e9d22dd3310e606824,data/tests_videos/tests_real_videos/real_4.mp4,clip_eee27eb7f36018888731,60,99,64,95,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_6e9f648a17cb6023227c,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,161,40,0,2850,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_36f7a7d1c3e590313688"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_75c292b3ae125231550e27d8,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_54583b973ba895eef092,fake_2,srcgrp_37ade6ecaa31f45eb219,True,f225bd4572313c5fd385be4dab951c57652a40d3a1eeb2a34de9bf7c8bea9e04,data/tests_videos/tests_fake_videos/fake_2.mp4,clip_22cc374dea922aeea6d7,28,67,32,63,40,validation,1,fake,unknown,0,,camera_identity_unavailable,coord_ada54cbd85fbc1ce0f02,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,168,40,0,1375,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_d3b2c2b14f0ccc4c0fe2"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_7856ea108c80a2ab2212e763,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_f25efe56b602def055a7,real_1,srcgrp_2895c465aad64271e3a8,True,c85cdd48ffe7f9722f3a7302202c7fc5d1fae93ad6ead6b75d3a34d9e74ee174,data/tests_videos/tests_real_videos/real_1.mp4,clip_feaef4f00f97fe63bdd9,124,163,128,159,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_1333f3205d83d243c91f,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,49,40,0,0,0,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose"",""semantic3d"",""tracks""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_67b283bc6a34bef5808b"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_7d1da5efe131626f0df72a15,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_992deacc523c6ec71a95,real_3,srcgrp_3e3820a3bd210d2e8298,True,807c91abd1402b1f7b54d5ae30ace18a7f35cbc8a208c939cf0e2912cc10c200,data/tests_videos/tests_real_videos/real_3.mp4,clip_b14fb2134358fa8f3b1a,140,179,144,175,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_bd47159bbf865913e7dc,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,120,40,0,2334,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_38330650f5720f2b800f"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_88a57f1eb801de407b18bc22,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_16841aeab1be01e8d6e0,real_2,srcgrp_00d1b251018f09d2aa69,True,c833105a2514a32b11e8ceab387754f695841df8ec2978fa5177f32aa13aa124,data/tests_videos/tests_real_videos/real_2.mp4,clip_c62731722bfbea0b8720,92,131,96,127,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_d3539c29db7ca14c54ef,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,3,40,0,8,3,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_bb98e18092a12ef3c220"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_9056d1657d52452592f0bc16,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_f25efe56b602def055a7,real_1,srcgrp_2895c465aad64271e3a8,True,c85cdd48ffe7f9722f3a7302202c7fc5d1fae93ad6ead6b75d3a34d9e74ee174,data/tests_videos/tests_real_videos/real_1.mp4,clip_9732cb07e8b3158461c8,141,176,145,176,36,validation,0,real,unknown,0,,camera_identity_unavailable,coord_c58f3a1047cc5764c252,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,43,36,0,0,0,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose"",""semantic3d"",""tracks""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_96a4f7e1129463e59a3a"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_907dcd85f8ff86abb08762c8,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_16841aeab1be01e8d6e0,real_2,srcgrp_00d1b251018f09d2aa69,True,c833105a2514a32b11e8ceab387754f695841df8ec2978fa5177f32aa13aa124,data/tests_videos/tests_real_videos/real_2.mp4,clip_8b9add34db3c84500717,76,115,80,111,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_aa19fbb716705106c2f9,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,3,40,0,8,3,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_0defe49db3eb1644123e"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_939890c7205d29228c6b87ad,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_268dfd36af1b786fe5b4,real_4,srcgrp_5ebf2741cd7777cb0d85,True,70757851a0e9615fdde3cf1d38fae8e932246fa9acd580e9d22dd3310e606824,data/tests_videos/tests_real_videos/real_4.mp4,clip_c0d50a6335bf78356743,12,51,16,47,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_cc090a19f38f7e487779,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,168,40,0,3239,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_4baf4b2f5515edb19998"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_962a4624df6b65650b2e90dc,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_54583b973ba895eef092,fake_2,srcgrp_37ade6ecaa31f45eb219,True,f225bd4572313c5fd385be4dab951c57652a40d3a1eeb2a34de9bf7c8bea9e04,data/tests_videos/tests_fake_videos/fake_2.mp4,clip_7a90f66c85b01f3226cf,44,83,48,79,40,validation,1,fake,unknown,0,,camera_identity_unavailable,coord_bf14ec5867d76677ef9d,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,134,40,0,1056,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_d33fa220259f8d61140c"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_9721591832e88313dd9872a7,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_268dfd36af1b786fe5b4,real_4,srcgrp_5ebf2741cd7777cb0d85,True,70757851a0e9615fdde3cf1d38fae8e932246fa9acd580e9d22dd3310e606824,data/tests_videos/tests_real_videos/real_4.mp4,clip_6b9d7cf3131987ebfb6f,124,163,128,159,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_c9f822d7a0620cee6008,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,193,40,0,3485,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_a6d5710ffd153de64848"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_9cd168822ce80d7ab8d246ef,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_f25efe56b602def055a7,real_1,srcgrp_2895c465aad64271e3a8,True,c85cdd48ffe7f9722f3a7302202c7fc5d1fae93ad6ead6b75d3a34d9e74ee174,data/tests_videos/tests_real_videos/real_1.mp4,clip_a8bb09a217c57711edc4,44,83,48,79,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_29591a8f1810c52f9bb1,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,85,40,0,569,25,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_e4945e40387abfca98d2"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_aa7038ca95964b52468358bf,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_16841aeab1be01e8d6e0,real_2,srcgrp_00d1b251018f09d2aa69,True,c833105a2514a32b11e8ceab387754f695841df8ec2978fa5177f32aa13aa124,data/tests_videos/tests_real_videos/real_2.mp4,clip_d0441af55ffb8c65817b,60,99,64,95,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_8874177a270e1b6fd3f4,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,0,40,0,0,0,False,required_objects_unavailable,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""objects"",""pose"",""semantic3d"",""tracks""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_5e5826887647c4473abd"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_b783a27bd76166677861dce0,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_268dfd36af1b786fe5b4,real_4,srcgrp_5ebf2741cd7777cb0d85,True,70757851a0e9615fdde3cf1d38fae8e932246fa9acd580e9d22dd3310e606824,data/tests_videos/tests_real_videos/real_4.mp4,clip_78689a64f521ffe77789,0,35,0,31,36,validation,0,real,unknown,0,,camera_identity_unavailable,coord_96c5854fd39bf7b2f930,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,140,36,0,2775,36,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_8b77e4bca4a7e0a1728d"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_bd3c21142f41a8fa1cfc1bec,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_16841aeab1be01e8d6e0,real_2,srcgrp_00d1b251018f09d2aa69,True,c833105a2514a32b11e8ceab387754f695841df8ec2978fa5177f32aa13aa124,data/tests_videos/tests_real_videos/real_2.mp4,clip_fceaa9b519667b4f556e,159,194,163,194,36,validation,0,real,unknown,0,,camera_identity_unavailable,coord_4718ec123b756e14a3d1,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,0,36,0,0,0,False,required_objects_unavailable,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""objects"",""pose"",""semantic3d"",""tracks""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_df65e639fbf3483bdc5a"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
