sample_id,group_id,split,label_for_posthoc_reference,archive_path,archive_revision,archive_member_path,local_video_path,expected_uncompressed_size,actual_file_size,zip_crc,sha256,codec,width,height,fps,duration_seconds,frame_count,range_bytes_transferred,extraction_seconds,ffprobe_ok,status,failure_reason,candidate_manifest_sha256
real::MBPJEPcf3hE_45_0to373,aigvdbench:MBPJEPcf3hE_45_0to373,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/MBPJEPcf3hE_45_0to373.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpNQlBKRVBjZjNoRV80NV8wdG8zNzM/real.mp4,5984364,5984364,b43c839f,6b79ebf95ad34b01793d5365ab72e5360fa951611b2f1357f9d81c9f0b61cffa,h264,1920,1080,29.97,12.445779,373,5983610,10.327586634084582,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::MBPJEPcf3hE_45_0to373,aigvdbench:MBPJEPcf3hE_45_0to373,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/MBPJEPcf3hE_45_0to373.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpNQlBKRVBjZjNoRV80NV8wdG8zNzM/open_sora.mp4,38847,38847,c5ff520a,d6e57d1abd93f26cb8038a62cd5498d5f506256dcb4cb04c2766d6d9a3e0320b,h264,336,192,24.0,1.541667,37,38094,7.749988700263202,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::FVJ6BkjVr6k_24_0to249,aigvdbench:FVJ6BkjVr6k_24_0to249,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/FVJ6BkjVr6k_24_0to249.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpGVko2QmtqVnI2a18yNF8wdG8yNDk/real.mp4,5029143,5029143,8f715e1a,75e323624f6724678fdd3ddaf612d00106cb73f4eaa61ad0669650cfca1e2d7b,h264,1920,1080,25.0,9.96,249,5028527,10.199546950869262,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::FVJ6BkjVr6k_24_0to249,aigvdbench:FVJ6BkjVr6k_24_0to249,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/FVJ6BkjVr6k_24_0to249.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpGVko2QmtqVnI2a18yNF8wdG8yNDk/open_sora.mp4,54380,54380,f8dc6e19,776f551cc616a1641ea79eb3318056d93b2f192c9f3342293854e9e7387b7fd8,h264,336,192,24.0,1.541667,37,53637,9.528737086802721,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::SUUqUHu4Iz0_5_0to889,aigvdbench:SUUqUHu4Iz0_5_0to889,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/SUUqUHu4Iz0_5_0to889.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpTVVVxVUh1NEl6MF81XzB0bzg4OQ/real.mp4,12916272,12916272,8c0a2baf,d057b191a61fe3a2a6b1f4d12e022c7c0e004d42b1fe9144aa2944c21a1b57df,h264,1920,1080,29.97,29.662996,889,12913822,13.096535422839224,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::SUUqUHu4Iz0_5_0to889,aigvdbench:SUUqUHu4Iz0_5_0to889,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/SUUqUHu4Iz0_5_0to889.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpTVVVxVUh1NEl6MF81XzB0bzg4OQ/open_sora.mp4,60208,60208,b4d6022e,2202d6d4a271100e7bda412575a38493f20e679daa1d8a17890703f3c00efb30,h264,336,192,24.0,1.541667,37,59424,8.552437734790146,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::Jz5QTrtaHAo_19_0to862,aigvdbench:Jz5QTrtaHAo_19_0to862,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/Jz5QTrtaHAo_19_0to862.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpKejVRVHJ0YUhBb18xOV8wdG84NjI/real.mp4,15349325,15349325,b3fc17da,4898072820aa0cf01537fc8198a672d92c53dd1fdc739d9f983693e9fc254336,h264,1920,1080,23.976,35.952619,862,15346970,14.34720434434712,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::Jz5QTrtaHAo_19_0to862,aigvdbench:Jz5QTrtaHAo_19_0to862,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/Jz5QTrtaHAo_19_0to862.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpKejVRVHJ0YUhBb18xOV8wdG84NjI/open_sora.mp4,70148,70148,9ce9feaa,d9ee767c0484d65eaa416c0e8aa262ff9b618a00829741737273d2d18312ca72,h264,336,192,24.0,1.541667,37,69474,10.598770640790462,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::bCL0_LhEK6s_31_16to121,aigvdbench:bCL0_LhEK6s_31_16to121,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/bCL0_LhEK6s_31_16to121.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpiQ0wwX0xoRUs2c18zMV8xNnRvMTIx/real.mp4,1691188,1691188,4f8689fe,7c368a8aeeb0e503f88e86200ba4096fd2235f3a79ada64f989e54f8debcad32,h264,1920,1080,25.0,3.36,84,1690929,10.758913409896195,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::bCL0_LhEK6s_31_16to121,aigvdbench:bCL0_LhEK6s_31_16to121,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/bCL0_LhEK6s_31_16to121.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpiQ0wwX0xoRUs2c18zMV8xNnRvMTIx/open_sora.mp4,34894,34894,d685ab1c,bdff1296db80b312809a8a3a7cbaac496b0f95cabb3f604d68a0c14607238c63,h264,336,192,24.0,1.541667,37,34023,7.771199071779847,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::3HkhewgRzq0_2_0to226,aigvdbench:3HkhewgRzq0_2_0to226,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/3HkhewgRzq0_2_0to226.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDozSGtoZXdnUnpxMF8yXzB0bzIyNg/real.mp4,6833150,6833150,9a406bc8,8bf3db1cce6b6fcff223b2d40c22eedde1956c83c80ea3fc0f5ebaea57260416,h264,1920,1080,29.97,7.540874,226,6833028,10.204964050091803,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::3HkhewgRzq0_2_0to226,aigvdbench:3HkhewgRzq0_2_0to226,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/3HkhewgRzq0_2_0to226.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDozSGtoZXdnUnpxMF8yXzB0bzIyNg/open_sora.mp4,48803,48803,5a3c9b43,4736743bb26f3fa2fb79f8114a1eca083a1f34ab905b509497f631ac346df189,h264,336,192,24.0,1.541667,37,48031,8.767971048131585,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::2cDpv_b2zRI_22_0to167,aigvdbench:2cDpv_b2zRI_22_0to167,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/2cDpv_b2zRI_22_0to167.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDoyY0Rwdl9iMnpSSV8yMl8wdG8xNjc/real.mp4,2548026,2548026,b2df62fe,610fba4c87fd5889e223b2995b79e603af34da62ced9e714bbcde83add858819,h264,1920,1080,23.976,6.089423,146,2547569,10.060500926338136,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::2cDpv_b2zRI_22_0to167,aigvdbench:2cDpv_b2zRI_22_0to167,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/2cDpv_b2zRI_22_0to167.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDoyY0Rwdl9iMnpSSV8yMl8wdG8xNjc/open_sora.mp4,38317,38317,e5f09d90,8d5232c96c9d3ea9323370c7948a3407d56f154338f70168ac2627df757865c9,h264,336,192,24.0,1.541667,37,37564,8.887764712795615,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::t2-U8ebk4aA_37_45to159,aigvdbench:t2-U8ebk4aA_37_45to159,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/t2-U8ebk4aA_37_45to159.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp0Mi1VOGViazRhQV8zN180NXRvMTU5/real.mp4,1768024,1768024,757e80f3,6e1e93ee948baed82d7e48d4e32737b049895da348fecaa9bbebb33dd0b86e8c,h264,1920,1080,23.976,3.878879,93,1767649,7.333132712170482,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::t2-U8ebk4aA_37_45to159,aigvdbench:t2-U8ebk4aA_37_45to159,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/t2-U8ebk4aA_37_45to159.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp0Mi1VOGViazRhQV8zN180NXRvMTU5/open_sora.mp4,62793,62793,32a64c63,b3415b623fac96377a006d283b2af691b1f24076015d577eeeec64245544628d,h264,336,192,24.0,1.541667,37,62034,8.187997399829328,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::-ilQvzqe0sY_33_0to159,aigvdbench:-ilQvzqe0sY_33_0to159,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/-ilQvzqe0sY_33_0to159.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDotaWxRdnpxZTBzWV8zM18wdG8xNTk/real.mp4,6006002,6006002,fd3f5ed4,49f7949a804685369e015c93b7582da29df66c8501fb98e48944cfedf0814172,h264,1920,1080,23.976,6.631632,159,6006255,8.776270045898855,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::-ilQvzqe0sY_33_0to159,aigvdbench:-ilQvzqe0sY_33_0to159,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/-ilQvzqe0sY_33_0to159.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDotaWxRdnpxZTBzWV8zM18wdG8xNTk/open_sora.mp4,103811,103811,046edc78,312e51c069d58c9098631c5733917adc4f61310ad8936d3c29d2ba88b6bc627d,h264,336,192,24.0,1.541667,37,103150,8.916888117790222,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::RM6jlL-dIs8_2_0to236,aigvdbench:RM6jlL-dIs8_2_0to236,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/RM6jlL-dIs8_2_0to236.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpSTTZqbEwtZElzOF8yXzB0bzIzNg/real.mp4,2663864,2663864,ba7f300f,3f4505b19e17aee5e57538b25da53cd12e28e30e15f874e4271cb409a07dd6ca,h264,1920,1080,25.0,9.44,236,2663167,8.720079737715423,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::RM6jlL-dIs8_2_0to236,aigvdbench:RM6jlL-dIs8_2_0to236,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/RM6jlL-dIs8_2_0to236.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpSTTZqbEwtZElzOF8yXzB0bzIzNg/open_sora.mp4,48191,48191,9b4c28dd,f1b17bade8e1092ec0a5466570dc6e0f942425b6ea3ef4288661ded4a51c6cff,h264,336,192,24.0,1.541667,37,47391,8.996536019258201,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::NDSxhgwiGQQ_9_0to127,aigvdbench:NDSxhgwiGQQ_9_0to127,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/NDSxhgwiGQQ_9_0to127.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpORFN4aGd3aUdRUV85XzB0bzEyNw/real.mp4,1815954,1815954,a3d81e54,98084a0d92bccb7eefc1d668c9bba53b2f364bba086aaeb40738a7e0ad69f125,h264,1920,1080,25.0,5.08,127,1815203,9.203494657762349,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::NDSxhgwiGQQ_9_0to127,aigvdbench:NDSxhgwiGQQ_9_0to127,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/NDSxhgwiGQQ_9_0to127.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpORFN4aGd3aUdRUV85XzB0bzEyNw/open_sora.mp4,40226,40226,3178855c,802499086d65c41476d6fea54d2170eadbba372dc97e7d3a7dfb9960d19f6a41,h264,336,192,24.0,1.541667,37,39398,7.762233001179993,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::GASOKMyqOYc_19_0to898,aigvdbench:GASOKMyqOYc_19_0to898,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/GASOKMyqOYc_19_0to898.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpHQVNPS015cU9ZY18xOV8wdG84OTg/real.mp4,15596212,15596212,762c0feb,199d50a97b9e8586ea8f65d743879db2884688ec4e1c8a9170acf88a75581bd3,h264,1920,1080,23.976,37.454121,898,15590489,12.80013579968363,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::GASOKMyqOYc_19_0to898,aigvdbench:GASOKMyqOYc_19_0to898,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/GASOKMyqOYc_19_0to898.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpHQVNPS015cU9ZY18xOV8wdG84OTg/open_sora.mp4,59218,59218,a596f470,04deac9087843e06b95559b7c48645794005375b05ae3080b96841c8fa87a405,h264,336,192,24.0,1.541667,37,58514,10.73786246497184,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::CS1fBMbE9CU_21_141to320,aigvdbench:CS1fBMbE9CU_21_141to320,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/CS1fBMbE9CU_21_141to320.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpDUzFmQk1iRTlDVV8yMV8xNDF0bzMyMA/real.mp4,2660703,2660703,cf545fb0,5f56b0132d9fb52d2bb01a3bdae028578969519356c0de6918451cef3a44f84b,h264,1920,1080,23.976,6.589923,158,2660193,10.428174358792603,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::CS1fBMbE9CU_21_141to320,aigvdbench:CS1fBMbE9CU_21_141to320,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/CS1fBMbE9CU_21_141to320.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpDUzFmQk1iRTlDVV8yMV8xNDF0bzMyMA/open_sora.mp4,57611,57611,478e694f,dac972a9ea023c5ae60ae86ed6e63a6087dfd8b9ea4bf943f6c0e24fcbd0daab,h264,336,192,24.0,1.541667,37,56865,9.964968952350318,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::TqHhTVVJ3m8_44_0to175,aigvdbench:TqHhTVVJ3m8_44_0to175,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/TqHhTVVJ3m8_44_0to175.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpUcUhoVFZWSjNtOF80NF8wdG8xNzU/real.mp4,2738531,2738531,4080818a,e3e5b2d495b5e27e952ccd68adcdf97167e438e00d8ad8abb6cbc16e596d34f1,h264,1920,1080,29.97,5.839173,175,2737567,9.295115046203136,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::TqHhTVVJ3m8_44_0to175,aigvdbench:TqHhTVVJ3m8_44_0to175,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/TqHhTVVJ3m8_44_0to175.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpUcUhoVFZWSjNtOF80NF8wdG8xNzU/open_sora.mp4,43976,43976,18dcc6a6,976cb94f7f529af9b849b735950435d89f830de7317d13e3916472680cfa5994,h264,336,192,24.0,1.541667,37,43177,8.875055271200836,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::_h_SRIVIPiQ_182_23to274,aigvdbench:_h_SRIVIPiQ_182_23to274,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/_h_SRIVIPiQ_182_23to274.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpfaF9TUklWSVBpUV8xODJfMjN0bzI3NA/real.mp4,2206557,2206557,bb2ea272,4e36274d8a77cc034d0b70528f4e62dc3150171ce01ff48f5d41916bedbeeff9,h264,1920,1080,29.97,7.674341,230,2205652,9.654609786346555,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::_h_SRIVIPiQ_182_23to274,aigvdbench:_h_SRIVIPiQ_182_23to274,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/_h_SRIVIPiQ_182_23to274.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpfaF9TUklWSVBpUV8xODJfMjN0bzI3NA/open_sora.mp4,44770,44770,cf2432b0,a842e91fef9b204f55ea7b3713b97c8964a7133b945774da64e2ec39a89b6cd2,h264,336,192,24.0,1.541667,37,44017,9.231436389498413,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::BDxqrmTsgaw_9_0to242,aigvdbench:BDxqrmTsgaw_9_0to242,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/BDxqrmTsgaw_9_0to242.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpCRHhxcm1Uc2dhd185XzB0bzI0Mg/real.mp4,2686071,2686071,813de8f6,97f86606bfaf6220312a75b49968e96244cfd0e99136cf913f7fa61f508f7655,h264,1920,1080,29.97,8.074741,242,2684428,9.232423504814506,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::BDxqrmTsgaw_9_0to242,aigvdbench:BDxqrmTsgaw_9_0to242,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/BDxqrmTsgaw_9_0to242.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpCRHhxcm1Uc2dhd185XzB0bzI0Mg/open_sora.mp4,26812,26812,a6b40160,fa510ce3395280660b55e35747b59fc0fb6cff3595f50d6facfd5228f9517fa9,h264,336,192,24.0,1.541667,37,25762,8.150206860154867,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::XFWddUg2yU4_38_0to108,aigvdbench:XFWddUg2yU4_38_0to108,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/XFWddUg2yU4_38_0to108.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpYRldkZFVnMnlVNF8zOF8wdG8xMDg/real.mp4,2278893,2278893,a3936e7d,3a81c876128a7d287bb416e500f401da272b168ba69897fba3a7521c0bb56c13,h264,1920,1080,25.0,4.32,108,2278285,7.231799894943833,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::XFWddUg2yU4_38_0to108,aigvdbench:XFWddUg2yU4_38_0to108,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/XFWddUg2yU4_38_0to108.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpYRldkZFVnMnlVNF8zOF8wdG8xMDg/open_sora.mp4,63817,63817,abdc719d,01055fcb396d9c89be0be8f5b9055a46aa1847062c918e1a1fbf91987ebc3740,h264,336,192,24.0,1.541667,37,63091,9.669424221850932,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::6Vj-HMj6c9I_30_0to110,aigvdbench:6Vj-HMj6c9I_30_0to110,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/6Vj-HMj6c9I_30_0to110.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDo2VmotSE1qNmM5SV8zMF8wdG8xMTA/real.mp4,2032487,2032487,f7e25e2e,571d393abee91c317cff47f88c8c6339d14bb838d0bb473e434c734d2b6288b4,h264,1920,1080,25.0,4.4,110,2032197,8.041831861250103,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::6Vj-HMj6c9I_30_0to110,aigvdbench:6Vj-HMj6c9I_30_0to110,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/6Vj-HMj6c9I_30_0to110.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDo2VmotSE1qNmM5SV8zMF8wdG8xMTA/open_sora.mp4,34059,34059,90ebbc91,f842039d4611db0a7ff1905ea8653487c0615b576f5508b1ca0031030279c6a3,h264,336,192,24.0,1.541667,37,33220,8.443598743528128,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::zolFQPEzhSs_10_0to122,aigvdbench:zolFQPEzhSs_10_0to122,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/zolFQPEzhSs_10_0to122.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp6b2xGUVBFemhTc18xMF8wdG8xMjI/real.mp4,1693388,1693388,cce702f4,11826acbe9e26d8fe8fa356fce6bd874b0397522f6430f4292aced240d233d4a,h264,1920,1080,29.97,4.070737,122,1693002,11.144017528742552,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::zolFQPEzhSs_10_0to122,aigvdbench:zolFQPEzhSs_10_0to122,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/zolFQPEzhSs_10_0to122.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp6b2xGUVBFemhTc18xMF8wdG8xMjI/open_sora.mp4,30356,30356,af1abd67,a96407f40f5a29e14a591df255a6aa2ad1070d1a5878e51b4d74cb4c4a602d15,h264,336,192,24.0,1.541667,37,29505,7.999086010269821,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::zIGH4gaF1BQ_41_0to163,aigvdbench:zIGH4gaF1BQ_41_0to163,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/zIGH4gaF1BQ_41_0to163.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp6SUdINGdhRjFCUV80MV8wdG8xNjM/real.mp4,3096503,3096503,15ec0eff,504fd607c5aa95666ebca29a65c6b8935894efe2a0e39c5142f7d17b8cbdea57,h264,1920,1080,29.97,5.438772,163,3096147,7.900997470133007,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
