sample_id,group_id,split,label_for_posthoc_reference,analysis_ok,source_video_sha256,sampling_provenance_sha256,residual_sha256,frames,clips,objects,object_tracks,point_tracks,semantic_prior_total,semantic_prior_available,semantic_temporal_total,semantic_temporal_available,d1_total,d1_available,d2_total,d2_available,d3_total,d3_available,overall_coverage,runtime_seconds,peak_gpu_memory_mb,failure_reason,source_commit,source_config_sha256,scale_prior_schema_version,scale_prior_sha256,scale_prior_source_table_sha256,canonical_axis_schema_version,canonical_threshold_config_sha256,scale_prior_entry_id,scale_prior_confidence,sampler_version,authenticity_label_used,result_path
open_sora::va98RlN_nAE_2_0to1495,aigvdbench:va98RlN_nAE_2_0to1495,train,1,True,e50868165b22bfeb28aea0b64b7def2a42fc7ba2697d7f7168d6211d8f3b5852,fde01cde33e2e96e9ba33f145ab4a89f93bc91464fdbd2b0e30467b0884ede11,37a34385d405f9041577bcde2ab7c0b0181120eb9178eb75a22a6bdb3a3a5238,32,4,11,4,892,11,0,11,3,3494,3494,3374,2632,22,0,0.8779350434280742,12.147641947492957,443.23046875,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjp2YTk4UmxOX25BRV8yXzB0bzE0OTU/result.json
real::mbPhLYw0TWI_1_0to261,aigvdbench:mbPhLYw0TWI_1_0to261,train,0,True,ec78d87a74453584ae99acaf1c6fecee381c8751f5cd0136921ce9fd17ff1bdf,00c89cb722b7ee0285b7509f5eaa87ad6569a3165953736af4694b6a94ae0474,4d329d5584bf9f8bf58358e99dc73f156fe2655c10f1de369d1143d8bd4c176f,32,4,208,39,1183,208,23,208,63,4515,4515,4963,4550,1589,663,0.8547682051231597,62.76765284035355,482.56982421875,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1"",""objectron_bottle_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high"",""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6bWJQaExZdzBUV0lfMV8wdG8yNjE/result.json
open_sora::mbPhLYw0TWI_1_0to261,aigvdbench:mbPhLYw0TWI_1_0to261,train,1,True,bc397afe1931595fa086959db1772e395413e0882944c5b1a49fe3f361a7b3fd,01b45b3b3c65806be83cedce52e4ed4ce784d1edde7d7482ef6e89079c619561,a54d164b3b9646f794953efd95ab1faf3c676a0f06282af40decd84ee4c959b0,32,4,114,29,504,114,3,114,3,2221,2221,2169,1846,193,18,0.8446509275377272,14.569276134483516,443.46533203125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1"",""objectron_bottle_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high"",""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjptYlBoTFl3MFRXSV8xXzB0bzI2MQ/result.json
real::vMbQHNOmo8k_23_0to107,aigvdbench:vMbQHNOmo8k_23_0to107,train,0,True,7ba2ee7fedd43995131473de6792ce0d9408487a121550ada0b27ba9099fd58d,83ce9d183462ba28a583f891a48df9c07a245757e4ee3998a0f6dc6d03ff19ad,3a27aa47d221bd43924b9a6eccb14e4cf9dfa144864367177964e6ab2f0019ad,32,4,61,9,941,61,0,61,0,5241,5241,5312,5248,128,45,0.9751078171136356,53.89256945345551,479.45849609375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6dk1iUUhOT21vOGtfMjNfMHRvMTA3/result.json
open_sora::vMbQHNOmo8k_23_0to107,aigvdbench:vMbQHNOmo8k_23_0to107,train,1,True,d37af5afd11e2bf8033705f31ac99759a2a722e203c92258ce9407e5ba5787fd,94549329164a57b747ac833780f1f443f930e97850a1174732cfa66b029b1235,00f54841651fe0059a4a4344d9ed9214964ce5df437483eba747177cf2503be2,32,4,60,9,978,60,0,60,0,4995,4995,4662,4036,64,0,0.9175871509819047,14.639786300249398,443.23095703125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjp2TWJRSE5PbW84a18yM18wdG8xMDc/result.json
real::Syff4tqo7w0_110_63to221,aigvdbench:Syff4tqo7w0_110_63to221,train,0,True,efd9e56e0414f906be4759aa392b111fff5e4fe376f2f7de375135e8de1a3570,27be6fb6d018c0ea87fcd92c9dc156dd299aba45457d9c991b43779795201be0,7fcbd40cc5cb1dcbbc3d44bf0684d138c329574de16d9eb4ae3f25670d0dfee8,32,4,64,8,976,64,0,64,28,4259,3936,3106,858,130,63,0.558071279472298,44.348311476409435,479.69287109375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6U3lmZjR0cW83dzBfMTEwXzYzdG8yMjE/result.json
open_sora::Syff4tqo7w0_110_63to221,aigvdbench:Syff4tqo7w0_110_63to221,train,1,True,a3ed1a090c142abd968162bbea74d8bef051c2ad46698542697f55390f0008ab,c3ab40adae69d5e5539946ad2b60c7ff5b6dde087cc5138ae3f2ac80b16c220a,73e2ac7d7f19eb16bb5a29483f8625aa509b8bcf9f5f4bf3308ddbf249157f97,32,4,32,4,529,32,0,32,0,6462,6462,4924,4482,32,0,0.9524610349810301,15.80044074729085,443.46533203125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpTeWZmNHRxbzd3MF8xMTBfNjN0bzIyMQ/result.json
real::j_sZOexT9qU_59_0to149,aigvdbench:j_sZOexT9qU_59_0to149,train,0,True,a55d6ffb9c2b57ce655e1f57a12b62b20ce0e7152c193f05a3d0e51dc705154d,b70a2dff3a352be39a0df3f0388d618d4579bfb873c0c2d2a569f098db8e979c,2553e48365cde4efb3c0ba2c63d8c222709ad681d2346b5b0733ccfddd6b1c49,32,4,0,0,1067,0,0,0,0,3491,3258,4004,2632,0,0,0.7733278028034312,35.37083632405847,479.22314453125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6al9zWk9leFQ5cVVfNTlfMHRvMTQ5/result.json
open_sora::j_sZOexT9qU_59_0to149,aigvdbench:j_sZOexT9qU_59_0to149,train,1,True,3964b57b132c6d7263ca7b10dfdee39b2fc9bbfb67bfb48b1226244fd1f3182e,4b61905b252281d2446dacc2eb26f60365ff1fda5dc8e27f9a5994314194b9cb,5444bba64dde8e508719e8d740acea4cf24f281b3e9e6a081177c4b3b082b182,32,4,3,1,896,3,0,3,0,5337,5337,3265,1154,5,0,0.7476306657923104,12.87689434364438,443.46484375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpqX3NaT2V4VDlxVV81OV8wdG8xNDk/result.json
real::TCIGV7Zyvog_50_72to192,aigvdbench:TCIGV7Zyvog_50_72to192,train,0,True,cd25e528a1ff28ab0a3c833615cbea458d990ab114c598073f2ad5cf29ae6908,def3cf308032d610872eba23f49514df1c95631ed00bcf24b0dfcbe05c83d318,4abd11a5ee0398121859431711dca44ea79bba1f13757eef0c83464e947957ad,32,4,1,1,1004,1,0,1,0,3548,3348,4739,4102,2,0,0.8643583675451337,39.08755262196064,479.4580078125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6VENJR1Y3Wnl2b2dfNTBfNzJ0bzE5Mg/result.json
open_sora::TCIGV7Zyvog_50_72to192,aigvdbench:TCIGV7Zyvog_50_72to192,train,1,True,305d6e9634d55e7ddf38d8ee153c404fd88a50cdc4d66cdc4c861eab37c23822,807d196461524f4568a21772e18a25232e9cafc8b468baed601b709c3a026e7a,fc62fa61c35d9c25f693b1ad035d02e96d38ee08c8ef7dafa972ca59f80526ee,32,4,6,4,705,6,0,6,0,581,0,3103,966,17,0,0.23914468706733422,11.349765338003635,442.99560546875,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpUQ0lHVjdaeXZvZ181MF83MnRvMTky/result.json
real::lV0yvykKALc_368_105to235,aigvdbench:lV0yvykKALc_368_105to235,train,0,True,120ccca81accc046d5ded13bc3b023d76d2e6aba5fa98202e91ec39edfff3ef6,1ec599119396e7155b34e59c6656f82f58f0a07f8b14b01196bfef54270b02c9,a78ec9dcdd0a5c2fee418ae4d369ec53e2b372fbb852bb4fbcad81e3ab6284fe,32,4,106,21,1785,106,0,106,22,1621,309,2961,546,216,54,0.16704073555324656,51.85258203372359,480.162109375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6bFYweXZ5a0tBTGNfMzY4XzEwNXRvMjM1/result.json
open_sora::lV0yvykKALc_368_105to235,aigvdbench:lV0yvykKALc_368_105to235,train,1,True,54d8e148913039c0ace24412ada4c7a8bbca3e8e7ffdefc2bb669e9ac92fe83a,3a72c44f57bb0c530afbb4b3cfe8f2e14f7959de8895df0682476c603d2cf84e,18d419ed55bef13a6d2194b0cadba353460bf82040209bbf7d699184454ac95d,32,4,138,22,954,138,0,138,81,5202,5202,4592,3808,653,495,0.8936840032672356,21.727355528622866,444.9853515625,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpsVjB5dnlrS0FMY18zNjhfMTA1dG8yMzU/result.json
real::sUR4aiCMLDg_14_0to196,aigvdbench:sUR4aiCMLDg_14_0to196,train,0,True,04762ab35228baf40d9c9af6cea0962594c3eeba7e950b8240b3bcfe46fada3d,bc57f47ba9d769c69d7f5a78787ebe83da4d9c7e77c5062fe8a9dbe83125bafc,a7f113d9d3e61466bbf5a75a2c384640a75a07675a7526078d2a1311b17dcff4,32,4,257,51,2280,257,0,257,137,1694,495,3386,1396,1238,477,0.3523017016869554,67.40283909533173,482.56982421875,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1"",""kitti_person_height_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high"",""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6c1VSNGFpQ01MRGdfMTRfMHRvMTk2/result.json
open_sora::sUR4aiCMLDg_14_0to196,aigvdbench:sUR4aiCMLDg_14_0to196,train,1,True,a70501786a18b1f347aea5eed2db7959a8433a3bb11c9dc19f5e0d00fb063cc6,b42ff5d260030f718801853ed679f109ffba493c17916062821a1c45b5147491,63aa25ac53caeda24fa32660414367a373fef4d2add4c7e131ec59bd679a57f3,32,4,297,49,983,297,0,297,178,4980,4980,3710,2044,2863,2019,0.7561849024122246,23.801196167245507,446.1328125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1"",""kitti_person_height_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high"",""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpzVVI0YWlDTUxEZ18xNF8wdG8xOTY/result.json
real::jZ0BPkVx5Ds_15_76to220,aigvdbench:jZ0BPkVx5Ds_15_76to220,train,0,True,369881adfdb5e91b5ff29d8bedf6959a058a5e100858b650bcdda06b8b9125e8,28966bd5d6e871a7e599d248c13ffae0a9e148b1b5bf51442e35fda3425148f3,69c46860001524b4f5efe434f581a3d4d1ab1c9935961788e083b9c9f2169ab1,32,4,240,49,816,240,0,240,13,5616,5616,5277,5178,2229,1260,0.887312296071942,78.25414573121816,482.38623046875,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1"",""kitti_person_height_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high"",""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6alowQlBrVng1RHNfMTVfNzZ0bzIyMA/result.json
open_sora::jZ0BPkVx5Ds_15_76to220,aigvdbench:jZ0BPkVx5Ds_15_76to220,train,1,True,42a327afcc256d3e49d02cce6705037efe1011bb487410115abe2fc8da794cb3,5848bef287692491ac698ca7c90ad4b91d0757a6777dbc57e661c4e0318270e3,721a9740d0954b63bffa49c15203d175d06462db17e7a056b6cea61261e6eaad,32,4,275,54,911,275,0,275,157,5331,5331,4806,4236,3095,1473,0.8133640363646775,20.863207643851638,446.40234375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1"",""kitti_person_height_q01_q99_v1"",""objectron_bottle_height_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high"",""kitti_person_height_q01_q99_v1"":""high"",""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpqWjBCUGtWeDVEc18xNV83NnRvMjIw/result.json
real::3YMQxmNWVkI_41_0to296,aigvdbench:3YMQxmNWVkI_41_0to296,train,0,True,ea6054de09c8a4efde776cafbd2f9c72f57db7b3c2c98d219b872da33cb7dfa5,d02b7a98d90b9b2ca77c8da89c92f52a2f147af79b5198907fa9f3672b87689a,e4362c98e69317608a3c075ddf4000fb6f7e2826128e6c2fb9abe53e810ab8be,32,4,214,54,1891,214,22,214,60,1907,1452,4146,3106,1513,612,0.6153801326648962,63.90303977672011,479.92724609375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1"",""objectron_bottle_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high"",""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6M1lNUXhtTldWa0lfNDFfMHRvMjk2/result.json
open_sora::3YMQxmNWVkI_41_0to296,aigvdbench:3YMQxmNWVkI_41_0to296,train,1,True,0e0e8b42b273bc496005f1085d3df49a5bfa717511e827440f951c118aa914c4,51a37d8ddaebcaa9909d4b00360aeca2640d55c4207a60d352b071497154f25e,90f107e359aca873b288dbc2feadec9a975ef7d219558f0a3776dd5be7f234f8,32,4,202,37,938,202,22,202,70,5094,5094,3194,1012,1048,684,0.7056302077117659,18.66688277758658,446.06005859375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1"",""objectron_bottle_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high"",""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjozWU1ReG1OV1ZrSV80MV8wdG8yOTY/result.json
real::O2eTjinMQA8_2_0to1072,aigvdbench:O2eTjinMQA8_2_0to1072,train,0,True,c94dd7e01df41506013ffe3316358af6d95d15b22c2b777cd8c9d6264be1b3ed,7ffc8be88a7749f5ff32e0d6709d92e0249087077696e0f84e826f7177a20caa,c7e1d82d32ac717e49a85c88dfe8630cd87b474ecf8f1bd11fabf3ee9f350029,32,4,38,19,1320,38,0,38,0,2744,2742,4073,3678,103,6,0.917096866949948,45.9459523120895,479.22314453125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6TzJlVGppbk1RQThfMl8wdG8xMDcy/result.json
open_sora::O2eTjinMQA8_2_0to1072,aigvdbench:O2eTjinMQA8_2_0to1072,train,1,True,692244e890e28b4f307c0e9d9e28d68b46d15ee20452487adf2a90fd83fcb5d3,6be4ca33508fba06bb03a7dee77704e5987a36449876cd314353b2576675b4ee,cd946d229e1d0a26a50a966366d0682270b9270b0ef4ccd9c6ae0e5796293177,32,4,30,4,1044,30,0,30,0,1641,1641,3060,2938,31,0,0.9505480842947155,15.283973667770624,442.99609375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpPMmVUamluTVFBOF8yXzB0bzEwNzI/result.json
