group_id,split,real_status,fake_status,residual_schema_equal,sampling_protocol_equal,group_status
aigvdbench:IhXnm_wYSRA_27_0to316,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:0wFKWnUwqoQ_40_0to542,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:tE9zViGIR14_11_0to136,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:2ewvtkywAI8_27_0to207,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:P74GT7oD9lA_6_78to181,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:vO0GAfK-8bM_13_0to120,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ztAsbRUSds8_6_0to243,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:gMccvtUc3B8_5_149to299,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:qM0YhXYfQTM_66_0to157,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:9zIIru6Neac_61_0to224,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Vr7FpLYOf6s_11_161to394,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Zy_4efqnitY_60_270to651,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:voONmgwMpRI_3_0to148,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:36TmCsfljRM_45_0to128,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:7M8k6fi3PJc_123_46to246,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:SB_D4TVrbnw_4_1080to1191,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:3-zPcM3Zwcw_21_109to218,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:bIYjQ47U3I8_279_126to243,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:lvRpc8KNt_k_28_0to119,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:nOBR53wT3u8_59_0to158,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:HdtqT1Tmd-w_26_18to131,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:NYIXYK3ZA6g_18_0to453,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:V58jVJpkUQI_6_0to219,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:7ZvjC9Pk2E4_63_0to197,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Ixx5oajzgHw_9_0to111,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:GtWhhlpy-k4_14_0to178,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Fog1mfVJH-8_7_0to148,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:mhEY78K2EVE_33_0to130,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:v_Z1He0Wj08_21_0to150,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:NKgaQfmLvZE_0_0to323,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:aroZbET2oAE_27_96to216,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:_E9aUuB2S3Q_8_19to149,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:XeCg4V7_dQk_1_836to947,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:i51bBzsOGeE_13_0to596,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:YDhkYy5TQnk_22_0to116,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:eDgUNT3ikco_42_0to117,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:3V1xrREfyfo_48_95to600,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:kzIJCbLPgE4_3_23to139,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:9QJZqmSxHY8_29_0to790,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:PIS8y3scrUs_65_27to243,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:yEZcY-wBMTY_8_776to989,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:pGFbukKeFdY_40_24to129,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:4gWmzA43TNo_0_707to831,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:mXAYJK65yI4_174_0to136,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:KHA1MiRieLQ_19_0to150,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:1N0X9vTvv40_14_0to135,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:VXj_dmLXjCM_23_45to179,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:3vINW6S0kdI_1_0to865,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:9VTE1vK5VCg_15_136to404,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:miZFO2gtu-g_168_34to231,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:4YmPLn8Y45I_74_29to139,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:KvKGmtccM5E_46_241to435,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:4DuM4ozb1Ek_2_968to1595,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:heVTnzvS1js_2_21to129,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:RhkWtAysuO8_2_40to174,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:NTPic7MwZ78_12_0to113,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:l4qVEGwwAuc_18_0to454,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:7B5PIzh1LEk_7_0to131,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:lC-dUm5s8eE_25_0to105,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Ggjt9u5UKqs_11_0to229,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:dk37D4TK490_4_0to390,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:dmmUFTSx8Ow_94_0to129,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:gbIzJDC-AFw_63_0to116,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:YwY12NNCSG8_12_0to961,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:jaPuP6a_SrE_0_0to675,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:POCazrEqYzo_57_32to255,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Qqq61Iac1qc_3_0to146,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:tEQCq1CcCeY_42_0to103,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:83vzo2J09VM_89_23to153,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:VorMhAAW5qY_23_0to116,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:VXBqO-nJ2SU_0_0to114,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:pbMoRiOMk7s_8_0to622,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:sz_1SZCn2sI_15_0to170,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:3AtjHc7TKyc_2_0to293,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:hRYX43RRjso_1_0to133,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:xq4l3l4HGjo_1_17to358,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:nsEkJhFdvHk_0_0to354,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:yEnuFySg1SQ_17_111to721,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:X9veB3NxTf0_1_0to195,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:fIKbTBt8QWI_9_0to136,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:VKbbzSoOCmM_12_0to524,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:IFop0h0lFhI_67_63to170,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:wa8q-iy2_Dc_41_44to162,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:T_6n-tZuxK4_25_0to336,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:PH8V14VgpTk_53_0to151,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:MouxVDH7_BM_60_0to266,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:xIrSLKUK8rs_22_0to121,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:EQZibQ1fcCA_101_0to148,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:AE21rZTPiZ4_8_0to200,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:lNuiUMdOUcQ_2_104to231,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:jT5KZHgGElI_9_286to437,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:8IKb2rXQoR8_2_78to310,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ti4ZRYuppbU_0_0to1294,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:BhfY7SydJas_72_0to118,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:cyI1EZTFF8Q_0_0to1253,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:rizbJwv0j6k_45_0to182,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:zbZ0iCd9jlI_29_102to312,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:WIb-QEwUcf4_23_0to918,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:UOqVpLSqgTk_16_0to1311,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:k5wOH7jcc0Y_18_216to337,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:TKIx6Zwsrk8_2_0to411,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:b_ZbXBgbuRA_13_1010to1259,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:IGecI5-AqdE_8_0to107,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:SvvOyKFMzy4_1_0to298,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Zk8m0gSU4GM_31_25to291,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ttYkxnL6o8c_1_848to1459,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:x8wymvDl_zk_29_0to112,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:FZmS809xvfU_21_47to151,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:MmqtNTfEzPE_14_0to116,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:cROAqQW1yf0_41_821to935,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:LMIu4fqi8jI_26_28to199,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:jKPchF3wWLo_9_0to130,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:RtEYbvoFoYQ_40_0to103,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:wu2p3K2cmNk_9_0to109,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:BiTdrSUXua8_0_69to171,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:6HxYRpsZSMo_4_0to295,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:no0wuZ-XkPc_5_0to105,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:f7jhxHrtlKg_43_19to133,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:allSK6fihNw_8_15to151,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Q7oGPjLSDAo_11_122to235,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:0ORDuB2SMK4_20_121to224,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Dkcak_W-nOM_63_384to491,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:dQu27i9mjq4_10_86to204,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:1CTOZzG7NEc_2_0to158,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:N3CiwPXnrHQ_64_58to164,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:KgxoRo_QgPU_18_0to129,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:YYaBHQYvs2c_8_631to876,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:T2swYGj8iis_47_17to273,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:sb_5g482H8Q_4_16to173,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:DnJ85Sz1iak_1_49to188,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:WcE-uIubi5k_0_0to258,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:NUDBwBJeKvY_65_0to150,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:lsxLeclNbf0_9_0to502,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:JD0qF0RYSx8_8_0to1470,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:OG3I6X7ypNc_11_51to161,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:MFVxvRxpyjw_49_0to107,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:BGWmFzBzXqs_2_0to136,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:TghlWfr7pQI_21_0to384,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:cf8aNhsD1hs_6_0to145,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:K5dGwTTPqSA_30_0to140,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:RxM81K052UQ_14_0to258,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:aicWFRDOVFI_5_0to146,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:FPXd-tAV8Kc_16_70to216,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:JF7BaD11Xz0_16_0to157,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:-sejjkTTVFo_4_89to226,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:QnmJSPc_Us0_34_21to244,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:frXgj9_3Ihg_17_0to107,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:HcqHJSbT3w0_9_62to193,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:iCEbUGbFjc4_40_0to101,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:KQuHYiwU3FE_87_133to253,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:6TyKFQNdwCY_11_0to118,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:uYn0RLEDzEQ_58_0to135,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:hzeGe9JdQ3g_1_0to583,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:HPSgW2dvv0M_22_0to151,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:I8Nyhud2BVI_21_0to203,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:3rWXqlFIlLU_66_0to187,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:1H-dc_hIASc_2_842to1459,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:b_PPA2QhRgM_2_0to128,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Gjpr4H6kKHY_13_0to107,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:eBETG_grxM8_1_75to180,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:KHxxT2r5LLI_14_0to185,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:dDZ4rrOHHCs_59_0to201,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:EgUU5Oh1q7c_9_0to117,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:nK-zlNUUHhM_13_0to171,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:a5N7oyTNJQQ_18_0to166,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:3KlHKI-3QdM_25_305to452,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:GgtQ01ROYLo_18_0to117,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:TEIacL5lfpQ_24_0to977,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ABJHqBkcBBQ_7_84to235,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:kjM11a_3C2U_40_24to213,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:YUr9B-5a-kM_128_0to109,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:_2auieYtkVA_3_0to134,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Wuy-VEKFJfg_5_0to181,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:pVeYpniU0nY_3_0to109,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:jK_poKjGOT4_37_24to181,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:2d_CgA7CsrM_4_90to226,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:QxP5xGK11_I_44_19to127,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:nf0Aom0e6jo_61_75to217,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ILeT1KVqgCo_27_71to291,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:m0Tm3Iyknh0_11_0to236,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:H74huKe4zt8_168_0to117,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:y6s4PxWQYqc_1_0to209,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:vTrg7Yya23I_3_0to1181,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:GR3bSiQ7JJk_22_0to121,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:36pIxTNvFDA_10_292to704,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:KJsS3z_ubgQ_4_0to151,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:hjYYBIH5ZGs_0_0to1460,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:2pDPK0Oi2nE_31_0to132,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:va98RlN_nAE_2_0to1495,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:mbPhLYw0TWI_1_0to261,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:vMbQHNOmo8k_23_0to107,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Syff4tqo7w0_110_63to221,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:j_sZOexT9qU_59_0to149,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:TCIGV7Zyvog_50_72to192,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:lV0yvykKALc_368_105to235,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:sUR4aiCMLDg_14_0to196,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:jZ0BPkVx5Ds_15_76to220,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:3YMQxmNWVkI_41_0to296,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:O2eTjinMQA8_2_0to1072,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:WOqEXH58-dA_25_0to114,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Tcn1Tu4pmsY_5_0to104,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:6tmVWo-YUEc_17_27to141,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:iEz91Wn5XnQ_134_30to149,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:yh-5NAtulks_26_0to107,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:MLKrmw906TM_26_23to307,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:MqYPKimycmI_19_106to230,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:zkslGsxPw7w_3_85to802,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Stg7i3xsOMg_1_106to307,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:utedyJ7QRBs_0_728to926,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:GqlqMUy-gKM_15_0to140,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:SMCOgb9WbmA_93_24to125,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:95TU5NOnLgQ_44_107to216,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:or_j2KGveyE_0_0to115,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:uT5Drjfx8ho_16_0to201,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:iVBLJnLJgLk_9_0to115,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
